Material,Número de material,Ce.,Alm.,UMB,Fabricante,Número de un fabricante,Ubic.
0AM1616,ROMERO ESPAGUETIS HOSTELERIA 5KG,D131,0001,UN,43449,"PASTAS ALIMENTICIAS ROMERO, SA",ZCG
0AM1617,ROMERO TALLARINES HOSTELERIA 5KG,D131,0001,UN,43449,"PASTAS ALIMENTICIAS ROMERO, SA",ZCG
0AM1619,ITAC NUEZ PELADA USA SELEC.1KG (NUEVO),D131,0001,UN,43428,"ITAC HISPANIA, SA",ZCG
0AM1623,LA LECHERA LECHE CONDENSAD ANTIGOTEO450G,D131,0001,UN,3834,"NESTLE ESPAÑA, S.A.",ZCG
0AM1625,LA LECHERA LECHE CONDENSADA 740G,D131,0001,UN,3834,"NESTLE ESPAÑA, S.A.",ZCG
0AM1630,SARRIEGUI PATATAS FRITA  40G 20U,D131,0001,CAJ,30561,"PATATAS SAN JERONIMO, S.L.",ZCG
0AM1631,BAYMAR BERBERECHOS NATURAL 25/35 F.A.,D131,0001,UN,43423,"REDISCO ALIMENTACION, SL",ZCG
0AM1634,XPLICIT EDULCORANTE 1G 150U,D131,0001,CAJ,30672,DDI PROVEA S.L (CENTRAL),FC01C4
0AM1635,NASSARI ANCHOAS ACEITE GIRASOL 320G,D131,0001,UN,43425,"SIRO I XAVI, SL",ZCG
0AM1636,NASSARI BOQUERON AROMA AJO Y PEREJIL 250,D131,0001,UN,43425,"SIRO I XAVI, SL",ZCG
0AM1875,PRESIDENT NATA COCINAR 12% MG 1L,D131,0001,UN,30453,LACTALIS FOOD SERVICE IBERIA S.L,ZCG
0AM1878,VERISOL TOMATE TRITURADO 1KG,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),ZCG
0AM1879,VERISOL TOMATE FRITO 1KG,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),ZCG
0AM1881,FLAPER TORREZNOS SABOR IBERICO 60G 10U,D131,0001,CAJ,43454,"APERITIVOS FLAPER, SLU",ZCG
0AM1883,GALLO HARINA FREIR 1KG,D131,0001,UN,43440,"COMERCIAL GALLO, SA",ZCG
0AM1884,GALLO HARINA EXTRA 1KG,D131,0001,UN,43440,"COMERCIAL GALLO, SA",ZCG
0AM1885,GALLO HARINA REPOSTERIA 1KG,D131,0001,UN,43440,"COMERCIAL GALLO, SA",ZCG
0AM1898,HEINZ KETCHUP 460G,D131,0001,UN,43409,"HJ HEINZ FOODS SPAIN, SLU",ZCG
0AM1905,XPLICIT AZUCAR +AGIT BAMBU 7G  500U,D131,0001,CAJ,30672,DDI PROVEA S.L (CENTRAL),FA07A2
0AM1978,"MALDON SAL MARINA EN ESCAMAS 1,4 KG",D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM2163,GALLINA BLANCA TOMATE TAMIZADO 4KG,D131,0001,UN,33728,GALLINA BLANCA S.A,EA06A1
0AM2400,GALLINA BLANCA HUEVO EN POLVO 340G,D131,0001,UN,33728,GALLINA BLANCA S.A,ZCG
0AM2502,CHOVI KETCHUP 450G,D131,0001,UN,43400,"CHOVI, SL",ZCG
0AM2671,"HEINZ MAYONESA PROFESIONAL 4,8KG",D131,0001,CAJ,43409,"HJ HEINZ FOODS SPAIN, SLU",ZCG
0AM2680,BAYMAR FILETE SALMON PARRILL OLIVA 160G,D131,0001,UN,43423,"REDISCO ALIMENTACION, SL",ZCG
0AM2691,HELLMANN.S MAYONESA CUBO 2 L,D131,0001,UN,34539,UNILEVER ESPAÑA SA,ZCG
0AM2698,NOCILLA GALLETA COOKIE HOST 40G 16U,D131,0001,CAJ,37874,IDILIA FOODS SLU,ZCG
0AM2720,GALLO MACARRONES PLUMAS Nº6 250G 1U,D131,0001,UN,43440,"COMERCIAL GALLO, SA",ZCG
0AM2725,GALLO GALET DE NAVIDAD AL HUEVO 225G 1U,D131,0001,UN,43440,"COMERCIAL GALLO, SA",ZCG
0AM2734,RIOJAVINA VINAGRE DE VINO TINTO 25CL 1U,D131,,,,,ZCG
0AM2737,ORLANDO TOMATE TRITURADO 800G 1U,D131,,,,,ZCG
0AM2950,SAL COSTA SALERO 250G,D131,0001,UN,1211,SAL COSTA  S.L.U,ZCG
0AM3164,CARMENCITA COMINO MOLIDO 440G,D131,0001,UN,41637,"JESUS NAVARRO, S.A.",ZCG
0AM3359,BARGALLO VINAGRE VINO BLANCO 2L,D131,0001,UN,33589,OLIS BARGALLO SA,ZCG
0AM3360,BARGALLO VINAGRE DE JEREZ 25CL,D131,0001,UN,33589,OLIS BARGALLO SA,ZCG
0AM3376,BARGALLO ACEITE ALTO RENDIMIENTO 20L,D131,0001,UN,33589,OLIS BARGALLO SA,ZCG
0AM3409,FERRER CALDO DE POLLO 94CL,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM3411,FERRER CALDO DE ESCUDELLA 94CL,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM3412,FERRER FUMETE DE PESCADO 94CL,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM3444,TOT SNACK PATATA PALITO CUBO 500G,D131,0001,CAJ,43457,"TOT SNACK, SL",ZCG
0AM3474,SAL GARCIA SALERO 200G 10U,D131,0001,CAJ,5114,"FRANCISCO GARCIA EL RISOS, S.L",ZCG
0AM3562,CHOVI MAYONESA CLASICA 2KG,D131,0001,UN,43400,"CHOVI, SL",ZCG
0AM3565,BARGALLO ACEITE GOURMET SOL GIRASOL 20L,D131,0001,UN,33589,OLIS BARGALLO SA,ZCG
0AM3587,DDI AZUCAR BLANCO 6G 1000U,D131,0001,CAJ,30672,DDI PROVEA S.L (CENTRAL),FC03B3
0AM3588,DDI AZUCAR MORENO 6G 1000U,D131,0001,CAJ,30672,DDI PROVEA S.L (CENTRAL),FC02A3
0AM3667,FAISAN PIÑONES 5KG,D131,0001,UN,43440,"COMERCIAL GALLO, SA",ZCG
0AM3669,GANCEDO ALMENDRA TOSTADA SIN SAL 1KG,D131,0001,UN,43454,"APERITIVOS FLAPER, SLU",ZCG
0AM3864,FRIMASOL ACEITE GIRASOL 25L,D131,0001,UN,36810,ACEITES MALAGA SL,EA02A3
0AM3928,HELIOS MERMELADA FRESA 25G  80U,D131,0001,CAJ,43415,"DULCES Y CONSERVAS HELIOS, SA",ZCG
0AM3929,VERIMAR ATUN RALLADO A.GIRASOL RO-800,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),ZCG
0AM3935,HELIOS MIEL MILFLORES 28G 24U,D131,0001,CAJ,43415,"DULCES Y CONSERVAS HELIOS, SA",ZCG
0AM3940,HELIOS MERMELADA FRESA 25G 250U,D131,0001,CAJ,43415,"DULCES Y CONSERVAS HELIOS, SA",ZCG
0AM3966,HELIOS MERMELADA MELOCOTON 25G  80U,D131,0001,CAJ,43415,"DULCES Y CONSERVAS HELIOS, SA",ZCG
0AM3967,BAYO ARROZ SUSHI 5KG,D131,0001,UN,29056,NOMEN FOODS SL,ZCG
0AM3979,LOTUS BISCOFF BISCUITS CRUMB 750G,D131,0001,UN,35166,Lotus Bakeries España SL,ZCG
0AM3989,SABOR DEL SUR ACEITE DE OLIVA SUAVE 5L,D131,,,,,ZCG
0AM4005,BORNIER MOSTAZA SABOR INTENSO DIJON 1KG,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM4008,"CARRETILLA MAGRO DE CERDO 1,8KG 2U",D131,0001,CAJ,43451,"INDUSTRIAS ALIMENTARIAS DE NAVARRA,",ZCG
0AM4009,"CARRETILLA PIES CERDO SALSA 1,9KG 2U",D131,0001,CAJ,43451,"INDUSTRIAS ALIMENTARIAS DE NAVARRA,",ZCG
0AM4012,LA COCHURA ALUBIA BLANCA 5KG,D131,0001,UN,43410,"LEGUMBRES LA COCHURA, SA",ZCG
0AM4014,GOYA LECHE DE COCO 40CL,D131,0001,UN,36224,GOYA EUROPA S.L.U.,ZCG
0AM4158,SABOR DEL SUR ACEITE VIRGEN EXTRA 5L,D131,0001,UN,36810,ACEITES MALAGA SL,EA03A1
0AM4184,LA FRAGUA ESPARRAGOS 13/16 EXTRA 1KG,D131,,,,,ZCG
0AM4220,AVECREM CALDO POLLO S/GLUTEN 1KG,D131,0001,UN,33728,GALLINA BLANCA S.A,ZCG
0AM4297,LA FRAGUA PISTO VERDURAS 3KG,D131,0001,UN,38604,"SACESA SELECCION, S.L.",ZCG
0AM4347,LA FRAGUA PIMIENTO ROJO TIRAS 3KG,D131,,,,,ZCG
0AM4540,SABOR DEL SUR AOVE TARRINA 10ML 240U,D131,0001,CAJ,36810,ACEITES MALAGA SL,ZCG
0AM4542,HELIOS MIEL MILFLORES 25G 80U,D131,0001,CAJ,43415,"DULCES Y CONSERVAS HELIOS, SA",ZCG
0AM4556,BARGALLO ACEITE ALTO RENDIMIENTO 10L,D131,0001,UN,33589,OLIS BARGALLO SA,ZCG
0AM4559,LA FRAGUA YEMA DE ESPARRAGO 9/12 30G,D131,0001,UN,38604,"SACESA SELECCION, S.L.",ZCG
0AM4570,FERRER BERBERECHOS AL NATURAL 45/55 OL12,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM4584,CORTIZO ATUN ACEITE GIRASOL RO 800G,D131,0001,UN,43422,"CONSERVERA DE RIANXO, SA",ZCG
0AM4752,DIAMIR ESPARRAGO 13-16 COJONUDOS 1KG,D131,0001,UN,43411,"NUDISCO, SLU",ZCG
0AM4773,BAYMAR VENTRESCA ATUN A. GIRASOL 1KG,D131,0001,UN,43423,"REDISCO ALIMENTACION, SL",ZCG
0AM4775,CARMENCITA BICARBONATO SODICO 1KG,D131,0001,UN,41637,"JESUS NAVARRO, S.A.",ZCG
0AM4792,CARMENCITA LAUREL HOJAS 40G,D131,0001,UN,41637,"JESUS NAVARRO, S.A.",ZCG
0AM4892,SANTA ANA PATATAS 15U,D131,0001,CAJ,35975,PEPSICO FOODS AIE,A0DISTRIDA
0AM4905,LAYS SAL 20U,D131,0001,CAJ,35975,PEPSICO FOODS AIE,A0DISTRIDA
0AM4937,"CHOVI MAYONESA PROFESIONAL 3,6KG",D131,0001,UN,43400,"CHOVI, SL",ZCG
0AM4939,CARMENCITA ENELDO HOJA 150G,D131,0001,UN,41637,"JESUS NAVARRO, S.A.",ZCG
0AM4941,CARTE D'OR SIROPE CARAMELO 1KG,D131,0001,UN,34539,UNILEVER ESPAÑA SA,ZCG
0AM4942,CARTE D'OR SIROPE CHOCOLATE 1KG,D131,0001,UN,34539,UNILEVER ESPAÑA SA,ZCG
0AM4943,CARTE D'OR SIROPE FRESA 1KG,D131,0001,UN,34539,UNILEVER ESPAÑA SA,ZCG
0AM4944,ITAC CEBOLLA FRITA GIRASOL 500G,D131,0001,UN,43428,"ITAC HISPANIA, SA",ZCG
0AM4945,SOLIMON ZUMO DE LIMON 3L,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM4946,SOLIMON ZUMO DE LIMON 1L,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM4950,CHOVI ALLIOLI FOODSERVICE 82CL,D131,0001,UN,43400,"CHOVI, SL",ZCG
0AM4957,CHOVI MAYONESA FOODSERVICE 82CL,D131,0001,UN,43400,"CHOVI, SL",ZCG
0AM4959,CHOVI AJONESA FOODSERVICE 82CL,D131,0001,UN,43400,"CHOVI, SL",ZCG
0AM4960,CHOVI BARBACOA FOODSERVICE 950GR,D131,0001,UN,43400,"CHOVI, SL",ZCG
0AM4963,CHOVI KETCHUP FOODSERVICE 85CL,D131,0001,UN,43400,"CHOVI, SL",ZCG
0AM4976,CHOVI SALSA BRAVA PICANTE 840GR,D131,0001,UN,43400,"CHOVI, SL",ZCG
0AM4977,CHOVI CHEDDAR 840GR,D131,0001,UN,43400,"CHOVI, SL",ZCG
0AM4982,ESPINALER PATATAS F.SAL MARINA 50G 25U,D131,0001,CAJ,13667,ESPINALER 1896 SL,ZCG
0AM4985,ESPINALER OLIVAS NEGRAS S.HUESO 150G 12U,D131,0001,CAJ,13667,ESPINALER 1896 SL,ZCG
0AM4993,CARMENCITA SAL MARINA MOLIDA 360G,D131,0001,UN,41637,"JESUS NAVARRO, S.A.",ZCG
0AM4994,CARMENCITA SAL ROSA HIMALAYA MOLIDA 370G,D131,,,,,ZCG
0AM4995,CARMENCITA PIMIENTA NEGRA C/MOL 190G,D131,0001,UN,41637,"JESUS NAVARRO, S.A.",ZCG
0AM4996,CARMENCITA 4 PIMIENTAS MOLIDA 145G,D131,0001,UN,41637,"JESUS NAVARRO, S.A.",ZCG
0AM4997,BAYMAR BERBERECHOS NATURAL OL120 50/60,D131,0001,UN,43423,"REDISCO ALIMENTACION, SL",ZCG
0AM5005,AZUCAR 5G LA SOLANA 1500U,D131,0001,CAJ,33631,CORTES BARTOLOME SL,FC04A3
0AM5006,PROMOLAC SIROPE DE CARAMELO 1KG,D131,0001,UN,43416,"PROMOLAC ESPAÑA, SA",ZCG
0AM5015,PROMOLAC SIROPE DE FRESA 1KG,D131,0001,UN,43416,"PROMOLAC ESPAÑA, SA",ZCG
0AM5029,AMALUR TRUFA NEGRA ENTERA 10G,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM5040,CARMENCITA PEREJIL 110G,D131,0001,UN,41637,"JESUS NAVARRO, S.A.",ZCG
0AM5059,CHOVI MAYONESA ORIGINAL 400G,D131,0001,UN,43400,"CHOVI, SL",ZCG
0AM5064,PROMOLAC SIROPE DE CHOCOLATE 1KG,D131,0001,UN,43416,"PROMOLAC ESPAÑA, SA",ZCG
0AM5074,CARMENCITA AZUCAR GLAS 670G,D131,0001,UN,41637,"JESUS NAVARRO, S.A.",ZCG
0AM5075,"LA SEVILLANA RODAJAS ACEITUNA NEGRA 1,56",D131,0001,UN,43406,"ACEITUNAS REDONDO, SL",ZCG
0AM5083,CARMENCITA CANELA MOLIDA 400G,D131,0001,UN,41637,"JESUS NAVARRO, S.A.",ZCG
0AM5095,RIFACLI CARQUIÑOLIS 700G,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM5096,"RIFACLI CARQUIÑOLIS 1,4KG",D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM5183,LA FRAGUA ALUBIAS BL ARROCINAS CDAS 3KG,D131,0001,UN,38604,"SACESA SELECCION, S.L.",ZCG
0AM5218,A. XIXONA GOTAS DE CHOCOLATE BLANCO 1KG,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM5220,AZUCAR GARBI ZEFIR 7G 1000U,D131,0001,CAJ,33631,CORTES BARTOLOME SL,FC04A3
0AM5233,CHOVI KEBAB WHITE 820ML 1U,D131,0001,UN,43400,"CHOVI, SL",ZCG
0AM5235,PAY PAY MEJILLONES ESC.25/35 RR120,D131,0001,UN,43421,"CONSERVAS CERQUEIRA, SA",ZCG
0AM5247,"GOYA JALAPEÑO VERDE RODAJAS 1,54KG 1U",D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM5250,VERISOL RELLENA ANCHOA 200/220,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),ZCG
0AM5254,"VERISOL ALIÑADA PARTIDA AJO LATA 2,5KG",D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),ZCG
0AM5266,BAYO ARROZ LARGO 5KG,D131,0001,UN,29056,NOMEN FOODS SL,ZCG
0AM5269,ITAC CACAHUETE REPELADO FRITO C/SAL 1KG,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM5278,AZUCAR TORNEM-HI TORELLO 6G 1000U,D131,0001,CAJ,33631,CORTES BARTOLOME SL,EA07B1
0AM5287,CARMENCITA PIMENTON ROJO DULCE 490G,D131,0001,UN,41637,"JESUS NAVARRO, S.A.",ZCG
0AM5310,BARGALLO RUGIN OLI FREGIR ALT OLEICO 20L,D131,0001,UN,33589,OLIS BARGALLO SA,ZCG
0AM5311,CARTE D'OR SIROPE FRUTAS DEL BOSQUE 1KG,D131,0001,UN,34539,UNILEVER ESPAÑA SA,ZCG
0AM5312,GANCEDO COCTEL PICANTE CHILLY 2KG,D131,0001,UN,43454,"APERITIVOS FLAPER, SLU",ZCG
0AM5320,"CHOVI SAL SOBRES 0,8GR- 2000U",D131,0001,CAJ,43400,"CHOVI, SL",ZCG
0AM5326,MAMMA CRUMBS PANKO PAN RALL 1KG 1U,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM5329,GO-TAN SALSA SRIRACHA 215ML 1U,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM5332,PATAK'S SALSA TIKKA MASALA 450G 1U,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM5334,RIFACLI BARQUILLO VAINILLA 750G 1U,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM5336,RAM NATILLAS BRICK 1L 1U,D131,0001,UN,30453,LACTALIS FOOD SERVICE IBERIA S.L,ZCG
0AM5358,ESPINALER NAVAJAS AL NATURAL OL120 5/8,D131,0001,UN,13667,ESPINALER 1896 SL,ZCG
0AM5364,CARMENCITA TANDEM SAL/PIM.165G,D131,0001,UN,41637,"JESUS NAVARRO, S.A.",ZCG
0AM5369,PROMOLAC MOUSSE SABOR FRESA 820G,D131,0001,UN,43416,"PROMOLAC ESPAÑA, SA",ZCG
0AM5370,PROMOLAC MOUSSE SABOR CHOCOLATE 1KG,D131,0001,UN,43416,"PROMOLAC ESPAÑA, SA",ZCG
0AM5383,PROEZA TOMATE FRITO EXTRA LATA 3KG,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),ZCG
0AM5386,"PROEZA TOMATE ENTERO ""PELADO"" 5KG",D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),ZCG
0AM5387,PROEZA TOMATE TRITURADO 5KG,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),ZCG
0AM5388,PROEZA ZANAHORIA RALLADA 3KG,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),ZCG
0AM5390,PROEZA CHAMPIÑON LAMINADO LATA 3KG,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),ZCG
0AM5391,PROEZA REMOLACHA RALLADA 3KG,D131,,,,,ZCG
0AM5392,PROEZA GARBANZOS EXTRA LATA 3KG,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),ZCG
0AM5393,PROEZA CEBOLLA FRITA A.GIRASOL LATA 3KG,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),ZCG
0AM5394,PROEZA ATUN A.GIRASOL BOLSA 1KG,D131,,,,,ZCG
0AM5395,BARGASOL A.ALTO OLEICO EXTRA LATA 20 L.,D131,0001,UN,33589,OLIS BARGALLO SA,ZCG
0AM5396,BARGALLO OLI FRIT FRIT 20L,D131,0001,UN,33589,OLIS BARGALLO SA,ZCG
0AM5397,"SURINVER ESCALIVADA AL HORNO 1,1KG 1U",D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM5408,NESTLE MILKYBAR SALSA CHOC.BL 1KG,D131,0001,UN,3834,"NESTLE ESPAÑA, S.A.",ZCG
0AM5418,KIKKOMAN SALSA SOJA SIN GLUTEN 1L,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM5427,SANTA RITA HARINA REPOSTERIA 1KG,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM5428,SANTA RITA HARINA FRI.PESC 500G,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM5429,SANTA RITA HARINA FRIT.PESC 1KG,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM5447,"LOTUS BISCOFF CREMA DE GALLETA 1,6 KG",D131,0001,UN,35166,Lotus Bakeries España SL,ZCG
0AM5463,"AZUCAR BLANCO 6G 1000U ""BARES""",D131,0001,CAJ,33631,CORTES BARTOLOME SL,FC02C1
0AM5471,COLACAO SOBRES 16G ESTUCHE 50U,D131,0001,EST,37874,IDILIA FOODS SLU,ZCG
0AM5474,PALITOS DE TRIGO 1KG (CUBO),D131,0001,UN,13667,ESPINALER 1896 SL,ZCG
0AM5476,"PICOS CAMPEROS 1,5kg (CUBO)",D131,0001,UN,37168,"PLATAFORMA CENTRAL DMANA, S.L.",ZCG
0AM5487,GIMAR BIZCOHO MANZANA PLANCHA 2KG 1U,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM5488,GIMAR BIZCOCHO DE YOGUR 20U (ENV. IND.),D131,0001,CAJ,15570,"COMERGRUP, S.L.",ZCG
0AM5495,LFM AOVE 25CL (BOT.PET MARASCA) 1U,D131,0001,UN,36810,ACEITES MALAGA SL,ZCG
0AM5497,ESPINALER TORREZNOS 60GRS 12U,D131,0001,CAJ,13667,ESPINALER 1896 SL,ZCG
0AM5498,"REYBAR CHOCOLATINA NGR 48,5% CACAO 250U",D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM5500,REYBAR CACAO PURO EN POLVO BOTE 150G 1U,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM5501,CHOVI KETCHUP SOB.10G 172U+80G,D131,0001,CAJ,43400,"CHOVI, SL",ZCG
0AM5502,CHOVI MAYONESA SOB.10G 172U+80G,D131,0001,CAJ,43400,"CHOVI, SL",ZCG
0AM5506,"LA FRAGUA MERMEL. MELOC. CUBO 4,2KG 1U",D131,0001,UN,30070,"MASCARELL COMERCIAL DE BEBIDAS, S.L",ZCG
0AM5510,PROEZA JUDIA BLANCA 3KG 1U,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),ZCG
0AM5511,"PROEZA ESPARRAGOS EXTRA 17/24, 1KG 1U",D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),ZCG
0AM5512,PROEZA LENTEJA EXTRA 3KG.  1U,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),ZCG
0AM5513,PROEZA PIQUILLO 80/100 3KG  1U,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),ZCG
0AM5514,PROEZA MELOCOTON ALMÍBAR 3KG  1U,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),ZCG
0AM5515,PROEZA PIÑA RODAJA ALMIBAR 3KG  1U,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),ZCG
0AM5516,PROEZA COCKTAIL 3KG  1U,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),ZCG
0AM5517,PROEZA MAIZ 500GR  1U,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),ZCG
0AM5518,PROEZA ATUN CLARO A.GIRASOL BOLSA 1KG  1,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),ZCG
0AM5519,PROEZA ACEITE GIRASOL 25L  1U,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),EA02A3
0AM5526,PAY PAY MEJILLONES ESC.P-3 RO85,D131,0001,UN,43421,"CONSERVAS CERQUEIRA, SA",ZCG
0AM5528,PAY PAY SARDINETAS 6/12 RR90,D131,0001,UN,43421,"CONSERVAS CERQUEIRA, SA",ZCG
0AM5554,PAY PAY CHIPIRONES RELL. GULA RR120 1U,D131,0001,UN,43421,"CONSERVAS CERQUEIRA, SA",ZCG
0AM5555,LA FRAGUA ALCACHOFA CUARTEADA 3KG 1U,D131,0001,UN,38604,"SACESA SELECCION, S.L.",ZCG
0AM5562,ITAC ALMENDRA REPELADA CRUDA 1KG 1U,D131,,,,,ZCG
0AM5564,FERRER BERBERECHOS AL NATURAL 25/35 OL12,D131,,,,,ZCG
0AM5570,CARRETILLA-ALBONDIGAS EN SALSA BORDEL 2K,D131,,,,,ZCG
0AM5571,ITAC AVELLANA REPELADA TOSTADA 1KG,D131,,,,,ZCG
0AM5578,PROEZA ACEITE GIRASOL 5L,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),A0DISTRIDA
0AM5579,PROEZA AOVE 5L,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),A0DISTRIDA
0AM5584,LA FRAGUA PIMIENTO ROJO TIRAS EXTRA 3KG,D131,,,,,ZCG
0AM5587,BONAPI MIEL MILFLORES 350G ANTIGOTEO 1U,D131,,,,,ZCG
0AM5605,BONAPI MIEL MILFLORES 450G ANTIGOTEO 1U,D131,,,,,ZCG
0AM5606,"JUANFRA CHUPADEDOS 2,5KG 1U",D131,,,,,ZCG
0AM5607,"LA FRAGUA MERMEL. FRESA CUBO 4,2KG 1U",D131,,,,,ZCG
0AM5616,LA FRAGUA ESPARRAGO 5/9 1KG,D131,,,,,ZCG
0AM5617,BONAPI MIEL MILFLORES JARRA 3KG,D131,,,,,ZCG
0AM5618,"LA FRAGUA ALCACH CORAZONES EXT 8/12 0,5K",D131,,,,,ZCG
0AM5619,CARTE D'OR PANNA COTTA EN POLVO 2x260G,D131,,,,,ZCG
0AM5620,CHOVI SALSA BRAVA 271G,D131,,,,,ZCG
0AM5629,HELIOS DIET MERM. FRESA TARRINA 20G 80U,D131,,,,,ZCG
0AM5630,COLACAO SOBRE 16G 50U +2 VASOS,D131,,,,,ZCG
0AM5678,CARTE D'OR CREMA PISTACHOS 900G 1U,D131,,,,,ZCG
0AM5690,BAYMAR BERBERECHOS NATURAL 35/45 RR125,D131,,,,,ZCG
0CF0029,NESCAFE DESCAFEINADO SOBRE 2G 100U,D131,0001,UN,3834,"NESTLE ESPAÑA, S.A.",ZCG
0CF0056,XPLICIT MEZCLA 80/20 1KG,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),FC01A3
0CF0058,XPLICIT DESCAFEINADO 500GR,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),FC01A2
0CF0060,DESCAFEINADO CAPSULAS GENERIC 50U,D131,0001,CAJ,33632,CAFES TEMPLO FOOD SERVICES SL,AA10A3
0CF0080,XPLICIT NATURAL CREMOSO 1KG,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),FC02A2
0CF0124,MOMENT TEA MENTA POLEO 15U,D131,0001,CAJ,3834,"NESTLE ESPAÑA, S.A.",ZCG
0CF0128,MOMENT TEA VERDEJENGIBRE 15U,D131,,,,,ZCG
0CF0353,BONKA SELECCIÓN PROFESIONAL NATURAL 1KG,D131,0001,UN,3834,"NESTLE ESPAÑA, S.A.",FC05A2
0CF0355,BONKA ESSENTIA DESCAFEINADO GRANO 500G,D131,0001,UN,3834,"NESTLE ESPAÑA, S.A.",FC05A3
0CF0357,BONKA ESSENTIA ESPRESSO ITALIANO 1KG,D131,0001,UN,3834,"NESTLE ESPAÑA, S.A.",FC05A3
0CF0374,BONKA INTENSO NATURAL 1KG,D131,0001,UN,3834,"NESTLE ESPAÑA, S.A.",FC04A3
0CF0410,MOMENT TEA  MANZANILLA E15 15U,D131,,,,,ZCG
0CF0411,MOMENT TEA ROJO PU ERH 15U,D131,,,,,ZCG
0CF0412,MOMENT TEA ROOIBOS COPACABANA 15U,D131,,,,,ZCG
0CF0413,MOMENT TEA INFUANIS DIGST 15U,D131,,,,,ZCG
0CF0414,MOMENT TEA GREEN MATCHA 15U,D131,,,,,ZCG
0CF0415,MOMENT TEA TILA 15U,D131,,,,,ZCG
0CF0417,MOMENT TEA BLACKCHAI 15U,D131,,,,,ZCG
0CF0418,MOMENT TEA PU ERH STRAWBERRY 15U,D131,,,,,ZCG
0CF0419,MOMENT TEA NEGRO SUE. CAN. 15U,D131,,,,,ZCG
0CF0420,MOMENT TEA VERDE MO. HIERBA 15U,D131,,,,,ZCG
0CF0421,MOMENT TEA FRUTAS BOSQUE 15U,D131,,,,,ZCG
0CF0424,MOMENT TEA ROOIBOS ALBA 15U,D131,,,,,ZCG
0CF0711,MALONGO ITALIAN STYLE EXPRESSO 6G 120U,D131,,,,,ZCG
0CF0875,AZUCAR M.PADEL OSONA 7G 1000U,D131,,,,,ZCG
