order_date,client_name,transport_ids,total_lines,total_quantity,ordered_items
2026-01-30,BAR LA PETRA II,['11420331'],19,66,"[{'material': '1PLV0756', 'description': 'XPLICIT VAJILLA CAFÉ TAZA/PLATO 12U', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 16.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 16.0, 'unit': 'caj'}, {'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'ED30', 'description': 'ESTRELLA DAMM BARRIL 30', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'BRL30V', 'description': 'BARRIL INOX 30L. EURONORMA', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'VE32SP', 'description': 'AGUA VERI 1,5L PET CAJA 12U.', 'quantity': 4.0, 'unit': 'caj'}, {'material': 'VE13SP', 'description': 'AGUA VERI 1/3 PET CAJA 35U. T.TH', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0AG0183', 'description': 'VICHY CATALAN GAS 30CL RET 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '3ENV0236', 'description': ""C.C. AGUA 1/3 VICHY-FONT D'OR"", 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LT0033', 'description': 'LETONA GRAN CREME PET 1,5L PET 6U', 'quantity': 4.0, 'unit': 'caj'}, {'material': '0CF0080', 'description': 'XPLICIT NATURAL CREMOSO 1KG', 'quantity': 2.0, 'unit': 'un'}, {'material': '0RF0019', 'description': '/-COCA COLA LATA 33CL 24U', 'quantity': 4.0, 'unit': 'caj'}, {'material': '0RF1697', 'description': '/-COCA COLA IMPORT LATA33 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'NTL13LT6', 'description': 'NESTEA LIMON 1/3 LATA 4U-PACK 6U.', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0ZU0020', 'description': 'GRANINI MELOCOTON  20CL 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0RF0010', 'description': 'LIMON GLAS 1,5 S/R 6U', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'NTL13LT6', 'description': 'NESTEA LIMON 1/3 LATA 4U-PACK 6U.', 'quantity': 2.0, 'unit': 'caj'}]"
2026-01-30,BAR MALENO II,['11420417'],6,22,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0LT0033', 'description': 'LETONA GRAN CREME PET 1,5L PET 6U', 'quantity': 4.0, 'unit': 'caj'}, {'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 12.0, 'unit': 'caj'}]"
2026-01-30,BAR MONTSERRAT,['11420461'],8,32,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 7.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 7.0, 'unit': 'caj'}, {'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 4.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 4.0, 'unit': 'caj'}]"
2026-01-30,BAR OLIVEDA,['11420334'],8,14,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0AG0183', 'description': 'VICHY CATALAN GAS 30CL RET 24U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '3ENV0236', 'description': ""C.C. AGUA 1/3 VICHY-FONT D'OR"", 'quantity': 2.0, 'unit': 'caj'}, {'material': '0RF0014', 'description': 'ZALA GASEOSA 50CL VID. RET 20U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '3ENV0060', 'description': 'C.C.GASEOSA ZALA SANMY 1/2', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}]"
2026-01-30,BAR RACO JUVENIL,['11420461'],16,51,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 7.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 7.0, 'unit': 'caj'}, {'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'VO13', 'description': 'VOLL-DAMM 1/3 RET.', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'VE12SP', 'description': 'AGUA VERI 1/2 PET CAJA 24U. T.TH', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'VE32SP', 'description': 'AGUA VERI 1,5L PET CAJA 12U.', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0RF0019', 'description': '/-COCA COLA LATA 33CL 24U', 'quantity': 5.0, 'unit': 'caj'}, {'material': '0RF0079', 'description': '/-COCA COLA ZERO LATA 33CL 24U', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 4.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 4.0, 'unit': 'caj'}, {'material': 'VO13', 'description': 'VOLL-DAMM 1/3 RET.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}]"
2026-01-30,BAR RUI,['11420417'],4,22,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 10.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 10.0, 'unit': 'caj'}, {'material': 'VO13', 'description': 'VOLL-DAMM 1/3 RET.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}]"
2026-01-30,BAR SAGITARIO,['11420415'],16,26,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'TU30', 'description': 'TURIA BARRIL 30L.', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'BRL30V', 'description': 'BARRIL INOX 30L. EURONORMA', 'quantity': 1.0, 'unit': 'brl'}, {'material': '0LT0033', 'description': 'LETONA GRAN CREME PET 1,5L PET 6U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0RF0019', 'description': '/-COCA COLA LATA 33CL 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0RF0022', 'description': '/-AQUARIUS LIMON 33CL LATA 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LI0013', 'description': 'BEEFEATER GIN 70CL', 'quantity': 2.0, 'unit': 'bot'}, {'material': '0LI0016', 'description': 'LARIOS GIN 1L', 'quantity': 3.0, 'unit': 'bot'}, {'material': '0LI0128', 'description': 'BAILEYS ORIGINAL CREMA WHISKY 70CL', 'quantity': 2.0, 'unit': 'bot'}, {'material': '0LI0719', 'description': 'LAGAR DO FRADE ORUJO DE HIERBAS PET 3L', 'quantity': 1.0, 'unit': 'bot'}, {'material': '0LI0062', 'description': 'PUJOL RON 1L', 'quantity': 2.0, 'unit': 'bot'}, {'material': '0RF0109', 'description': '/-BITTER KAS 200 SR 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LI0247', 'description': 'ANIS DEL MONO DULCE 70CL', 'quantity': 3.0, 'unit': 'bot'}, {'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}]"
2026-01-30,BAR STACJA PL,['11420393'],5,5,"[{'material': 'DL13', 'description': 'DAMM LEMON 1/3 RET', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'VE12SP', 'description': 'AGUA VERI 1/2 PET CAJA 24U. T.TH', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LI2688', 'description': ""P-BALLANTINE'S 1L"", 'quantity': 1.0, 'unit': 'un'}, {'material': '0LI0968', 'description': 'GLEN GRANT ARBORALIS WHISKY 70CL', 'quantity': 1.0, 'unit': 'bot'}]"
2026-01-30,BAR TREBOL,['11420461'],8,32,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 7.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 7.0, 'unit': 'caj'}, {'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 4.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 4.0, 'unit': 'caj'}]"
2026-01-30,BAR XANIA,['11420461'],5,15,"[{'material': 'VO13', 'description': 'VOLL-DAMM 1/3 RET.', 'quantity': 4.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 4.0, 'unit': 'caj'}, {'material': '0LT0033', 'description': 'LETONA GRAN CREME PET 1,5L PET 6U', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'VO13', 'description': 'VOLL-DAMM 1/3 RET.', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}]"
2026-01-30,BAR YUMEI,['11420416'],1,15,"[{'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 15.0, 'unit': 'caj'}]"
2026-01-30,BRACAFE,['11420332'],13,18,"[{'material': 'BO13', 'description': 'BOCK-DAMM 1/3 RET.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'DL13', 'description': 'DAMM LEMON 1/3 RET', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'VE12SP', 'description': 'AGUA VERI 1/2 PET CAJA 24U. T.TH', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0AG0183', 'description': 'VICHY CATALAN GAS 30CL RET 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '3ENV0236', 'description': ""C.C. AGUA 1/3 VICHY-FONT D'OR"", 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LM2486', 'description': 'FILM TRANSPARENTE 30x250', 'quantity': 1.0, 'unit': 'un'}, {'material': '0LM2496', 'description': 'PAPEL DE ALUMINIO 11 MICRES 29 x 200', 'quantity': 1.0, 'unit': 'un'}, {'material': '0AM1192', 'description': 'FLAPER COCTEL FRUTOS SECO AHORRO BOLSA 1', 'quantity': 1.0, 'unit': 'un'}, {'material': 'UE902', 'description': 'COPA GRANDE ED', 'quantity': 6.0, 'unit': 'un'}]"
2026-01-30,BRASSERIA EL TRIANGLE COHO,['11420461'],23,63,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 4.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 4.0, 'unit': 'caj'}, {'material': 'FD13', 'description': 'FREE DAMM 1/3 RET.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'VO13', 'description': 'VOLL-DAMM 1/3 RET.', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'ED30', 'description': 'ESTRELLA DAMM BARRIL 30', 'quantity': 2.0, 'unit': 'brl'}, {'material': 'BRL30V', 'description': 'BARRIL INOX 30L. EURONORMA', 'quantity': 2.0, 'unit': 'brl'}, {'material': 'VE32SP', 'description': 'AGUA VERI 1,5L PET CAJA 12U.', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'VE13SP', 'description': 'AGUA VERI 1/3 PET CAJA 35U. T.TH', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0AG0021', 'description': 'FONT D.OR MAXIMUM NATURAL 1L RET 12U', 'quantity': 5.0, 'unit': 'caj'}, {'material': '3ENV0059', 'description': ""C.C. 1/1 FONT D'OR MAXIMUM"", 'quantity': 5.0, 'unit': 'caj'}, {'material': '0AG0019', 'description': 'FONT D.OR MAXIMUM NATURAL 1/2 RET 20U', 'quantity': 5.0, 'unit': 'caj'}, {'material': '3ENV0058', 'description': ""C.C. 1/2 FONT D'OR MAXIMUM"", 'quantity': 5.0, 'unit': 'caj'}, {'material': '0AM3979', 'description': 'LOTUS BISCOFF BISCUITS CRUMB 750G', 'quantity': 2.0, 'unit': 'un'}, {'material': '0LM2488', 'description': 'COMBO VASO+TAPA NAT 7OZ 200CC 50U', 'quantity': 2.0, 'unit': 'pak'}, {'material': '0AM5387', 'description': 'PROEZA TOMATE TRITURADO 5KG', 'quantity': 3.0, 'unit': 'un'}, {'material': '0AM5390', 'description': 'PROEZA CHAMPIÑON LAMINADO LATA 3KG', 'quantity': 6.0, 'unit': 'un'}, {'material': '0AM1615', 'description': 'ROMERO MACARRONES PLUMAS Nº5 HOST. 5KG', 'quantity': 2.0, 'unit': 'un'}, {'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'VO13', 'description': 'VOLL-DAMM 1/3 RET.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}]"
2026-01-30,Bagel Coffee,['11420393'],11,23,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'VE12', 'description': 'AGUA VERI 1/2 VIDRIO RET.', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ12V', 'description': 'CAJAS COMPLETAS 1/2 V', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'VE12SP', 'description': 'AGUA VERI 1/2 PET CAJA 24U. T.TH', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'VE32SP', 'description': 'AGUA VERI 1,5L PET CAJA 12U.', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LT0032', 'description': 'CACAOLAT VIDRIO 20CL RET 30U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '3ENV0029', 'description': 'C.C. CACAOLAT 30 U.', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LT0090', 'description': 'LETONA SEMI SIN LACTOSA 1L PET 6U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LT0033', 'description': 'LETONA GRAN CREME PET 1,5L PET 6U', 'quantity': 6.0, 'unit': 'caj'}, {'material': '0LM0495', 'description': 'GC-NATURE SERVILL.2C RECICLDO 33x33 50U', 'quantity': 6.0, 'unit': 'un'}]"
2026-01-30,CA L'ANGEL BAR,['11420461'],9,16,"[{'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 3.0, 'unit': 'caj'}, {'material': '0CF0080', 'description': 'XPLICIT NATURAL CREMOSO 1KG', 'quantity': 1.0, 'unit': 'un'}, {'material': '0AM1167', 'description': 'MARINAS PATATAS OLIVA 47G  10U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0AM1290', 'description': 'XPLICIT AZUCAR 7GR  1000U', 'quantity': 1.0, 'unit': 'zpr'}, {'material': '0AM1634', 'description': 'XPLICIT EDULCORANTE 1G 150U', 'quantity': 1.0, 'unit': 'zpr'}, {'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}]"
2026-01-30,CA LA SETE,['11420416'],30,102,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 4.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 4.0, 'unit': 'caj'}, {'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'ED30', 'description': 'ESTRELLA DAMM BARRIL 30', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'BRL30V', 'description': 'BARRIL INOX 30L. EURONORMA', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'VE12SP', 'description': 'AGUA VERI 1/2 PET CAJA 24U. T.TH', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'VE32SP', 'description': 'AGUA VERI 1,5L PET CAJA 12U.', 'quantity': 30.0, 'unit': 'caj'}, {'material': 'PI12', 'description': 'AGUA PIRINEA 1/2 GAS RET', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ12V', 'description': 'CAJAS COMPLETAS 1/2 V', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0AG0183', 'description': 'VICHY CATALAN GAS 30CL RET 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '3ENV0236', 'description': ""C.C. AGUA 1/3 VICHY-FONT D'OR"", 'quantity': 1.0, 'unit': 'caj'}, {'material': '0RF0019', 'description': '/-COCA COLA LATA 33CL 24U', 'quantity': 8.0, 'unit': 'caj'}, {'material': '0RF0020', 'description': '/-FANTA NARANJA LATA 33CL 24U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0RF0021', 'description': '/-FANTA LIMON LATA 33 CL 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0RF0022', 'description': '/-AQUARIUS LIMON 33CL LATA 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0RF0056', 'description': '/-AQUARIUS NARANJA 33CL LATA 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0RF0079', 'description': '/-COCA COLA ZERO LATA 33CL 24U', 'quantity': 3.0, 'unit': 'caj'}, {'material': '0RF0296', 'description': 'RED BULL ENERGY DRINK 25CL LATA 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0ZU0024', 'description': 'GRANINI PIÑA 20CL 24U', 'quantity': 3.0, 'unit': 'caj'}, {'material': '0AM0237', 'description': 'FEMUA VINAGRE DE VINO NEGRO 5 L.', 'quantity': 3.0, 'unit': 'un'}, {'material': '0AM1291', 'description': ""AZUCAR BLANCO BOLSITA 7GR ''BARES''1000U"", 'quantity': 3.0, 'unit': 'caj'}, {'material': '0LM0091', 'description': 'TOALLA SECAMANOS 2C 20/230U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0AM5394', 'description': 'PROEZA ATUN A.GIRASOL BOLSA 1KG', 'quantity': 16.0, 'unit': 'un'}, {'material': '0AM0155', 'description': 'FAISAN FIDEOS Nº 4 GRUESO 5KG', 'quantity': 1.0, 'unit': 'un'}, {'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0ZU0021', 'description': 'GRANINI NARANJA 20CL 24U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0LM0789', 'description': 'EVERSIA BOLSA CAMISETA BIO 34X48 220U', 'quantity': 1.0, 'unit': 'un'}, {'material': '0LM0100', 'description': 'BALNIC ABRILLANTADOR LAVAVAJILLAS AUTO5K', 'quantity': 2.0, 'unit': 'un'}]"
2026-01-30,CAFETERIA ANGELA,['11420414'],3,3,"[{'material': 'NTL13LT6', 'description': 'NESTEA LIMON 1/3 LATA 4U-PACK 6U.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'VO13', 'description': 'VOLL-DAMM 1/3 RET.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}]"
2026-01-30,CAFETERIA SANT TOMÀS,['11420393'],9,23,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'VE12SP', 'description': 'AGUA VERI 1/2 PET CAJA 24U. T.TH', 'quantity': 4.0, 'unit': 'caj'}, {'material': '0AG0183', 'description': 'VICHY CATALAN GAS 30CL RET 24U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '3ENV0236', 'description': ""C.C. AGUA 1/3 VICHY-FONT D'OR"", 'quantity': 2.0, 'unit': 'caj'}, {'material': '0LT0103', 'description': 'YOSOY AVENA BARISTA 1L BRIK 6U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0LT0009', 'description': 'LETONA GRAN CREME 1L VR 12U', 'quantity': 4.0, 'unit': 'caj'}, {'material': '3ENV1281', 'description': 'C.C. LECHE LETONA (NUEVO)', 'quantity': 4.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}]"
2026-01-30,CAN BIN RESTAURANTE,['11420417'],3,3,"[{'material': '0LM2483', 'description': 'COMBO VASO+TAPA NAT 4OZ 120CC 50U', 'quantity': 1.0, 'unit': 'pak'}, {'material': '0LM0790', 'description': 'DPALILLO AGITADOR MADERA 110x6x1,5 500U', 'quantity': 1.0, 'unit': 'pak'}, {'material': '0VE0106', 'description': 'PORTIA ROBLE 75CL 6U', 'quantity': 1.0, 'unit': 'caj'}]"
