order_date,client_name,material,description,unit,total_quantity
2026-03-19,FONDA URGELL,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,caj,1
2026-03-19,FONDA URGELL,0AM0649,PATATA TOT SNACK C/SAL 4UX500G,caj,3
2026-03-19,FONDA URGELL,0AM0074,"REDONDO ACEITUNA MANZANILLA 2,5 KG.",un,4
2026-03-19,FONDA URGELL,VO13,VOLL-DAMM 1/3 RET.,caj,3
2026-03-19,FORN LA CARMEN,0LT0412,"CACAOLAT ORIGINAL 27,5CL PET 24U",caj,2
2026-03-19,FORNO DI CAFFE VIVALDI,0RF0022,/-AQUARIUS LIMON 33CL LATA 24U,caj,1
2026-03-19,FORNO DI CAFFE VIVALDI,0RF1697,/-COCA COLA IMPORT LATA33 24U,caj,2
2026-03-19,FORNO DI CAFFE VIVALDI,0RF0021,/-FANTA LIMON LATA 33 CL 24U,caj,1
2026-03-19,FORNO DI CAFFE VIVALDI,3ENV0029,C.C. CACAOLAT 30 U.,caj,1
2026-03-19,FORNO DI CAFFE VIVALDI,0LT0412,"CACAOLAT ORIGINAL 27,5CL PET 24U",caj,1
2026-03-19,FORNO DI CAFFE VIVALDI,0LT0032,CACAOLAT VIDRIO 20CL RET 30U,caj,1
2026-03-19,FORNO DI CAFFE VIVALDI,0AG0007,"FONT D.OR NATURAL 1,5L PET 12U",caj,2
2026-03-19,FORNO DI CAFFE VIVALDI,0AG0004,FONT D.OR NATURAL 1/2 PET 24U,caj,2
2026-03-19,FORNO DI CAFFE VIVALDI,0ZU0021,GRANINI NARANJA 20CL 24U,caj,1
2026-03-19,FORNO DI CAFFE VIVALDI,0ZU0024,GRANINI PIÑA 20CL 24U,caj,1
2026-03-19,FORNO DI CAFFE VIVALDI,0LT0235,LA LEVANTINA AVENA ESP.HOST 1L 6U,caj,3
2026-03-19,FORNO DI CAFFE VIVALDI,0LT0034,"LETONA SEMI ESPEC HOSTELERIA PET 1,5L 6U",caj,12
2026-03-19,FORNO DI CAFFE VIVALDI,NTL13LT6,NESTEA LIMON 1/3 LATA 4U-PACK 6U.,caj,1
2026-03-19,FRANKFURT JAVIS II,BRL30V,BARRIL INOX 30L. EURONORMA,brl,1
2026-03-19,FRANKFURT JAVIS II,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,2
2026-03-19,FRANKFURT JAVIS II,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,caj,5
2026-03-19,FRANKFURT JAVIS II,ED15LN,ESTRELLA DAMM 1/5 LN,caj,5
2026-03-19,FRANKFURT JAVIS II,ED30,ESTRELLA DAMM BARRIL 30,brl,1
2026-03-19,FRANKFURT JAVIS II,0LM1158,GC SERV.MINI SERVICIO BLC 1C.17x17 400U,un,15
2026-03-19,FRANKFURT JAVIS II,TU13,TURIA 1/3 RET.,caj,2
2026-03-19,FRANKFURT LASA,0RF0022,/-AQUARIUS LIMON 33CL LATA 24U,caj,1
2026-03-19,FRANKFURT LASA,0RF0019,/-COCA COLA LATA 33CL 24U,caj,1
2026-03-19,FRANKFURT LASA,0RF0079,/-COCA COLA ZERO LATA 33CL 24U,caj,1
2026-03-19,FRANKFURT LASA,0RF0021,/-FANTA LIMON LATA 33 CL 24U,caj,1
2026-03-19,FRANKFURT LASA,0RF0020,/-FANTA NARANJA LATA 33CL 24U,caj,1
2026-03-19,FRANKFURT LASA,0LI0145,BRUGAL RON AÑEJO 70CL,bot,1
2026-03-19,FRANKFURT LASA,3ENV0029,C.C. CACAOLAT 30 U.,caj,2
2026-03-19,FRANKFURT LASA,3ENV1281,C.C. LECHE LETONA (NUEVO),caj,1
2026-03-19,FRANKFURT LASA,0LT0032,CACAOLAT VIDRIO 20CL RET 30U,caj,1
2026-03-19,FRANKFURT LASA,0LT0009,LETONA GRAN CREME 1L VR 12U,caj,1
2026-03-19,FRANKFURT LASA,0AM5513,PROEZA PIQUILLO 80/100 3KG  1U,un,2
2026-03-19,FRANKFURT LASA,0LI0346,PUERTO DE INDIAS STRAWBERRY GIN 70CL,bot,1
2026-03-19,FRANKFURT LASA,0LT0103,YOSOY AVENA BARISTA 1L BRIK 6U,caj,1
2026-03-19,FRUTOS SECOS LA CLOSCA,VE32P6,"AGUA VERI 1,5L PET PACK 6U.",caj,1
2026-03-19,FRUTOS SECOS LA CLOSCA,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,caj,1
2026-03-19,GRACIELA PANADERIA-CAFETERIA,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",caj,1
2026-03-19,GRACIELA PANADERIA-CAFETERIA,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,caj,1
2026-03-19,GRACIELA PANADERIA-CAFETERIA,3ENV0029,C.C. CACAOLAT 30 U.,caj,2
2026-03-19,GRACIELA PANADERIA-CAFETERIA,0LT0032,CACAOLAT VIDRIO 20CL RET 30U,caj,2
2026-03-19,GRACIELA PANADERIA-CAFETERIA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,6
2026-03-19,GRACIELA PANADERIA-CAFETERIA,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,6
2026-03-19,GRACIELA PANADERIA-CAFETERIA,0ZU0020,GRANINI MELOCOTON  20CL 24U,caj,1
2026-03-19,GRACIELA PANADERIA-CAFETERIA,NTL13B24,NESTEA LIMON 1/3 SR BANDEJA 24U. P.HT,caj,3
2026-03-19,GRACIELA PANADERIA-CAFETERIA,0AM5389,PROEZA MAIZ DULCE EN GRANO LATA 3KG,un,12
2026-03-19,GRACIELA PANADERIA-CAFETERIA,1PLV0013,VASO CACAOLAT 6 UNIDADES,caj,1
2026-03-19,GRANJA GROC,BRL30V,BARRIL INOX 30L. EURONORMA,brl,1
2026-03-19,GRANJA GROC,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,4
2026-03-19,GRANJA GROC,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,4
2026-03-19,GRANJA GROC,ED30,ESTRELLA DAMM BARRIL 30,brl,1
2026-03-19,GUSTUM AREAS 1 (LLEIDA-GIRONA),ED13LT,ESTRELLA DAMM 1/3 LATA,caj,3
2026-03-19,GUSTUM AREAS 2 (GIRONA-LLEIDA),CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,2
2026-03-19,GUSTUM AREAS 2 (GIRONA-LLEIDA),ED13LT,ESTRELLA DAMM 1/3 LATA,caj,3
2026-03-19,GUSTUM AREAS 2 (GIRONA-LLEIDA),ED13,ESTRELLA DAMM 1/3 RET. PP,caj,2
2026-03-19,GUSTUM AREAS 2 (GIRONA-LLEIDA),0RF0296,RED BULL ENERGY DRINK 25CL LATA 24U,caj,1
2026-03-19,GUSTUM AREAS 2 (GIRONA-LLEIDA),0AG0052,VICHY CATALAN GAS 1/2 PET 24U,caj,1
2026-03-19,HALCON BAR,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,6
2026-03-19,HALCON BAR,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,caj,2
2026-03-19,HALCON BAR,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,5
2026-03-19,HALCON BAR,ED15LN,ESTRELLA DAMM 1/5 LN,caj,2
2026-03-19,HALCON BAR,VO13,VOLL-DAMM 1/3 RET.,caj,1
2026-03-19,HAPPYLANDIAPARK,0RF1697,/-COCA COLA IMPORT LATA33 24U,caj,2
2026-03-19,HAPPYLANDIAPARK,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",caj,12
2026-03-19,HAPPYLANDIAPARK,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,caj,6
2026-03-19,HAPPYLANDIAPARK,BRL30V,BARRIL INOX 30L. EURONORMA,brl,2
2026-03-19,HAPPYLANDIAPARK,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,7
2026-03-19,HAPPYLANDIAPARK,CB30,CARLSBERG BARRIL 30,brl,2
2026-03-19,HAPPYLANDIAPARK,EC13,DAURA DAMM 1/3 RET.,caj,1
2026-03-19,HAPPYLANDIAPARK,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,5
2026-03-19,HAPPYLANDIAPARK,0ZU0274,JUVER DISFRU PIÑA SLIM S/AZUCAR 1L 12U,caj,2
2026-03-19,HAPPYLANDIAPARK,0ZU0273,JUVER DISFRU. MELOCOTO SLIM S/AZU 1L 12U,caj,2
2026-03-19,HAPPYLANDIAPARK,0ZU0743,JUVER DISFRU. NARANJA ESP SLIM 1L 12U,caj,2
2026-03-19,HAPPYLANDIAPARK,0LT0235,LA LEVANTINA AVENA ESP.HOST 1L 6U,caj,1
2026-03-19,HAPPYLANDIAPARK,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",caj,2
2026-03-19,HAPPYLANDIAPARK,0AM0649,PATATA TOT SNACK C/SAL 4UX500G,caj,3
2026-03-19,HAPPYLANDIAPARK,0RF0296,RED BULL ENERGY DRINK 25CL LATA 24U,caj,1
2026-03-19,HAPPYLANDIAPARK,0AM0307,TOT SNACK PATATAS FRITAS 60G 18U,caj,1
2026-03-19,HAPPYLANDIAPARK,VO13,VOLL-DAMM 1/3 RET.,caj,1
2026-03-19,HOPS,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,caj,3
2026-03-19,HOPS,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,13
2026-03-19,HOPS,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,11
2026-03-19,HOPS,FD13,FREE DAMM 1/3 RET.,caj,1
2026-03-19,HOPS,FDL13,FREE DAMM LIMON 1/3 RET. PP,caj,1
2026-03-19,HOSTAL SERRA,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",caj,3
2026-03-19,HOSTAL SERRA,0AM1291,AZUCAR BLANCO BOLSITA 7GR ''BARES''1000U,caj,1
2026-03-19,HOSTAL SERRA,0LI0070,BARCELO RON 70CL,bot,1
2026-03-19,HOSTAL SERRA,0CF1034,BONKA ESSENTIA ECOLÓGICO GRANO 1KG,un,10
2026-03-19,HOSTAL SERRA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,3
2026-03-19,HOSTAL SERRA,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,caj,1
2026-03-19,HOSTAL SERRA,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,1
2026-03-19,HOSTAL SERRA,ED15LN,ESTRELLA DAMM 1/5 LN,caj,1
2026-03-19,HOSTAL SERRA,0AM1884,GALLO HARINA EXTRA 1KG,un,10
2026-03-19,HOSTAL SERRA,0LT0035,"LETONA DESNATADA 0% HOST 1,5L PET 6U",caj,1
2026-03-19,HOSTAL SERRA,0LT0034,"LETONA SEMI ESPEC HOSTELERIA PET 1,5L 6U",caj,2
2026-03-19,HOSTAL SERRA,0CF0412,MOMENT TEA ROOIBOS COPACABANA 15U,caj,2
2026-03-19,HOSTAL SERRA,0AM0362,REDONDO COCTEL DE ACEITUNAS 9 KG.,un,1
2026-03-19,HOSTAL SERRA,TU13,TURIA 1/3 RET.,caj,1
2026-03-19,HOSTAL SERRA,VO13,VOLL-DAMM 1/3 RET.,caj,1
2026-03-19,INDOORWALL GRANOLLERS,0LM1683,GC ECO SECAMANOS 2C 300X184MM 143M 6U,caj,1
2026-03-19,INDOORWALL GRANOLLERS,0LM1682,GC HIGIENICO JUMBO 2C COMPAC ECO 18U,caj,1
2026-03-19,INDOORWALL VIC,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,12
2026-03-19,INDOORWALL VIC,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,8
2026-03-19,INDOORWALL VIC,TU13,TURIA 1/3 RET.,caj,2
2026-03-19,INDOORWALL VIC,VO13,VOLL-DAMM 1/3 RET.,caj,2
2026-03-19,INSOLIT,TB8V,BOTELLAS CARBONICO 8 KG.VACIOS,tb,1
2026-03-19,INSOLIT,TB8,BOTELLAS CARBONICO 8 KILOS,tb,1
2026-03-19,INSOLIT,3ENV0236,C.C. AGUA 1/3 VICHY-FONT D'OR,caj,1
2026-03-19,INSOLIT,0AG0183,VICHY CATALAN GAS 30CL RET 24U,caj,1
2026-03-19,IVAN QUESADA MARTINEZ,0AG0039,"FONT D.OR NATURAL 1,5L PET 6U",caj,8
2026-03-19,JAVIS 3,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,3
2026-03-19,JAVIS 3,ED13LT,ESTRELLA DAMM 1/3 LATA,caj,1
2026-03-19,JAVIS 3,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,3
2026-03-19,JUAN MANUEL PEREZ SIERRA,ED13LT,ESTRELLA DAMM 1/3 LATA,caj,6
2026-03-19,JULIS BAR,BRL30V,BARRIL INOX 30L. EURONORMA,brl,1
2026-03-19,JULIS BAR,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,14
2026-03-19,JULIS BAR,UE902,COPA GRANDE ED,un,6
2026-03-19,JULIS BAR,UE903,COPA PEQUEÑA ED,un,6
2026-03-19,JULIS BAR,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,11
2026-03-19,JULIS BAR,ED30,ESTRELLA DAMM BARRIL 30,brl,1
2026-03-19,JULIS BAR,FD13,FREE DAMM 1/3 RET.,caj,1
2026-03-19,JULIS BAR,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,caj,1
2026-03-19,JULIS BAR,VO13,VOLL-DAMM 1/3 RET.,caj,1
2026-03-19,KARMA´S,0LT0235,LA LEVANTINA AVENA ESP.HOST 1L 6U,caj,1
2026-03-19,KARMA´S,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",caj,2
2026-03-19,KARMA´S,0CF1122,MOMENT TEA  CHAI TEA LATTE 10U,caj,1
2026-03-19,KIWI,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,2
2026-03-19,KIWI,TU13,TURIA 1/3 RET.,caj,2
2026-03-19,L'ESPAI RESTAURANT,BRL20V,BARRIL INOX 20L. TANQUETA A16,brl,1
2026-03-19,L'ESPAI RESTAURANT,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,9
2026-03-19,L'ESPAI RESTAURANT,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,9
2026-03-19,L'ESPAI RESTAURANT,TU20,TURIA BARRIL 20L.,brl,1
2026-03-19,LA BAGUETINA,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,caj,8
2026-03-19,LA BAGUETINA,BRL30V,BARRIL INOX 30L. EURONORMA,brl,1
2026-03-19,LA BAGUETINA,0AM4997,BAYMAR BERBERECHOS NATURAL OL120 50/60,un,4
2026-03-19,LA BAGUETINA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,8
2026-03-19,LA BAGUETINA,0AM0019,CHOVI KETCHUP 10G 252U,caj,2
2026-03-19,LA BAGUETINA,0AM0020,CHOVI MOSTAZA  AMARILLA 6G 378U,caj,1
2026-03-19,LA BAGUETINA,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,5
2026-03-19,LA BAGUETINA,ED30,ESTRELLA DAMM BARRIL 30,brl,1
2026-03-19,LA BAGUETINA,FDL13,FREE DAMM LIMON 1/3 RET. PP,caj,1
2026-03-19,LA BAGUETINA,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,caj,2
2026-03-19,LA BAGUETINA,0LT0235,LA LEVANTINA AVENA ESP.HOST 1L 6U,caj,1
2026-03-19,LA BAGUETINA,0LI0185,RATAFIA RUSSET 70CL,bot,1
2026-03-19,LA BAGUETINA,0VE0524,SEÑORIO DE LIZIA VERDEJO RUEDA 75CL 6U,caj,1
2026-03-19,LA BODEGUETA DE MOLLET,TB8V,BOTELLAS CARBONICO 8 KG.VACIOS,tb,1
2026-03-19,LA BODEGUETA DE MOLLET,TB8,BOTELLAS CARBONICO 8 KILOS,tb,1
2026-03-19,LA CAFE,0LT0015,ATO NATURA DESNATADA 1L.BRIK 6U,caj,1
2026-03-19,LA CAFE,3ENV1281,C.C. LECHE LETONA (NUEVO),caj,5
2026-03-19,LA CAFE,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,3
2026-03-19,LA CAFE,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,3
2026-03-19,LA CAFE,0LT0235,LA LEVANTINA AVENA ESP.HOST 1L 6U,caj,4
2026-03-19,LA CAFE,0LT0234,LA LEVANTINA SOJA ESPECIAL HOST 1L 6U,caj,1
2026-03-19,LA CAFE,0LT0009,LETONA GRAN CREME 1L VR 12U,caj,5
2026-03-19,LA CAFE,0LT0090,LETONA SEMI SIN LACTOSA 1L PET 6U,caj,1
2026-03-19,LA CAFE,0CF1123,MOMENT TEA TE MATCHA LATTE 10UN,caj,2
2026-03-19,LA CAMPERIA,0RF0019,/-COCA COLA LATA 33CL 24U,caj,2
2026-03-19,LA CAMPERIA,0RF0079,/-COCA COLA ZERO LATA 33CL 24U,caj,2
2026-03-19,LA CAMPERIA,0RF0020,/-FANTA NARANJA LATA 33CL 24U,caj,1
2026-03-19,LA CAMPERIA,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",caj,1
2026-03-19,LA CAMPERIA,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,caj,2
2026-03-19,LA CAMPERIA,BRL30V,BARRIL INOX 30L. EURONORMA,brl,2
2026-03-19,LA CAMPERIA,ED30,ESTRELLA DAMM BARRIL 30,brl,1
2026-03-19,LA COCA DE FOLGUEROLES,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,caj,1
2026-03-19,LA COCA DE FOLGUEROLES,3ENV0236,C.C. AGUA 1/3 VICHY-FONT D'OR,caj,1
2026-03-19,LA COCA DE FOLGUEROLES,3ENV0029,C.C. CACAOLAT 30 U.,caj,2
2026-03-19,LA COCA DE FOLGUEROLES,3ENV1281,C.C. LECHE LETONA (NUEVO),caj,2
2026-03-19,LA COCA DE FOLGUEROLES,0LT0032,CACAOLAT VIDRIO 20CL RET 30U,caj,2
2026-03-19,LA COCA DE FOLGUEROLES,0LT0035,"LETONA DESNATADA 0% HOST 1,5L PET 6U",caj,1
2026-03-19,LA COCA DE FOLGUEROLES,0LT0009,LETONA GRAN CREME 1L VR 12U,caj,2
2026-03-19,LA COCA DE FOLGUEROLES,0AG0183,VICHY CATALAN GAS 30CL RET 24U,caj,1
2026-03-19,LA COCA DE FOLGUEROLES,0LT0103,YOSOY AVENA BARISTA 1L BRIK 6U,caj,2
2026-03-19,LA FLECA D'EN GREC,0RF0022,/-AQUARIUS LIMON 33CL LATA 24U,caj,1
2026-03-19,LA FLECA D'EN GREC,3ENV0029,C.C. CACAOLAT 30 U.,caj,1
2026-03-19,LA FLECA D'EN GREC,3ENV1281,C.C. LECHE LETONA (NUEVO),caj,2
2026-03-19,LA FLECA D'EN GREC,0LT0412,"CACAOLAT ORIGINAL 27,5CL PET 24U",caj,1
2026-03-19,LA FLECA D'EN GREC,0LT0032,CACAOLAT VIDRIO 20CL RET 30U,caj,1
2026-03-19,LA FLECA D'EN GREC,0LT0235,LA LEVANTINA AVENA ESP.HOST 1L 6U,caj,2
2026-03-19,LA FLECA D'EN GREC,0LT0009,LETONA GRAN CREME 1L VR 12U,caj,2
2026-03-19,LA FLECA D'EN GREC,0LT0090,LETONA SEMI SIN LACTOSA 1L PET 6U,caj,2
2026-03-19,LA FLOR MARISQUERIA,BRL30V,BARRIL INOX 30L. EURONORMA,brl,1
2026-03-19,LA FLOR MARISQUERIA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,1
2026-03-19,LA FLOR MARISQUERIA,ED30,ESTRELLA DAMM BARRIL 30,brl,1
2026-03-19,LA FLOR MARISQUERIA,FD13,FREE DAMM 1/3 RET.,caj,1
2026-03-19,LA GIRALDA,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,caj,2
2026-03-19,LA GIRALDA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,11
2026-03-19,LA GIRALDA,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,caj,20
2026-03-19,LA GIRALDA,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,11
2026-03-19,LA GIRALDA,ED15LN,ESTRELLA DAMM 1/5 LN,caj,20
2026-03-19,LA GOLOSA BAR,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,13
2026-03-19,LA GOLOSA BAR,DL13,DAMM LEMON 1/3 RET,caj,1
2026-03-19,LA GOLOSA BAR,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,11
2026-03-19,LA GOLOSA BAR,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,caj,1
2026-03-19,LA GRANJA ( DEGUSTACIO ),VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,caj,2
2026-03-19,LA GRANJA ( DEGUSTACIO ),VE12,AGUA VERI 1/2 VIDRIO RET.,caj,2
2026-03-19,LA GRANJA ( DEGUSTACIO ),3ENV0236,C.C. AGUA 1/3 VICHY-FONT D'OR,caj,1
2026-03-19,LA GRANJA ( DEGUSTACIO ),CJ12V,CAJAS COMPLETAS 1/2 V,caj,2
2026-03-19,LA GRANJA ( DEGUSTACIO ),0AG0183,VICHY CATALAN GAS 30CL RET 24U,caj,1
2026-03-19,LA NOVA LLIMA,0CF0355,BONKA ESSENTIA DESCAFEINADO GRANO 500G,un,1
2026-03-19,LA NOVA LLIMA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,19
2026-03-19,LA NOVA LLIMA,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,caj,3
2026-03-19,LA NOVA LLIMA,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,15
2026-03-19,LA NOVA LLIMA,ED15LN,ESTRELLA DAMM 1/5 LN,caj,3
2026-03-19,LA NOVA LLIMA,0AM0157,FAISAN TALLARIN 5KG,un,1
2026-03-19,LA NOVA LLIMA,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,caj,2
2026-03-19,LA NOVA LLIMA,0CF0029,NESCAFE DESCAFEINADO SOBRE 2G 100U,un,1
2026-03-19,LA NOVA LLIMA,VO13,VOLL-DAMM 1/3 RET.,caj,2
2026-03-19,LA PERGOLA,0RF1697,/-COCA COLA IMPORT LATA33 24U,caj,2
2026-03-19,LA PERGOLA,0RF0287,/-COCA COLA VR237 24U,caj,1
2026-03-19,LA PERGOLA,0RF1698,/-COCA COLA ZERO IMPORT LATA33 24U,caj,3
2026-03-19,LA PERGOLA,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,caj,2
2026-03-19,LA PERGOLA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,11
2026-03-19,LA PERGOLA,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,caj,1
2026-03-19,LA PERGOLA,3ENV0021,CAJA+BOTELLA COLA VR237,caj,1
2026-03-19,LA PERGOLA,UE902,COPA GRANDE ED,un,6
2026-03-19,LA PERGOLA,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,8
2026-03-19,LA PERGOLA,ED15LN,ESTRELLA DAMM 1/5 LN,caj,1
2026-03-19,LA PERGOLA,FD13,FREE DAMM 1/3 RET.,caj,1
2026-03-19,LA PERGOLA,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,caj,1
2026-03-19,LA PERGOLA,0VE0506,HALLAZGO JOVEN 75CL 6U,caj,1
2026-03-19,LA PERGOLA,0LT0235,LA LEVANTINA AVENA ESP.HOST 1L 6U,caj,1
2026-03-19,LA PERGOLA,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",caj,3
2026-03-19,LA PERGOLA,0LI0153,RUAVIEJA ORUJO HIERBAS 70CL,bot,6
2026-03-19,LA PERGOLA,0VE0524,SEÑORIO DE LIZIA VERDEJO RUEDA 75CL 6U,caj,1
2026-03-19,LA PERGOLA,VO13,VOLL-DAMM 1/3 RET.,caj,1
2026-03-19,LA PERGOLA,0AM1634,XPLICIT EDULCORANTE 1G 150U,caj,1
2026-03-19,LA PERGOLA,0CF0080,XPLICIT NATURAL CREMOSO 1KG,un,4
2026-03-19,LA PIZZETA,0RF0019,/-COCA COLA LATA 33CL 24U,caj,1
2026-03-19,LA PIZZETA,0RF0079,/-COCA COLA ZERO LATA 33CL 24U,caj,1
2026-03-19,LA PIZZETA,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",caj,1
2026-03-19,LA PIZZETA,BRL20V,BARRIL INOX 20L. TANQUETA A16,brl,1
2026-03-19,LA PIZZETA,BRL30V,BARRIL INOX 30L. EURONORMA,brl,2
2026-03-19,LA PIZZETA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,11
2026-03-19,LA PIZZETA,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,caj,10
2026-03-19,LA PIZZETA,ED13LT,ESTRELLA DAMM 1/3 LATA,caj,1
2026-03-19,LA PIZZETA,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,9
2026-03-19,LA PIZZETA,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,caj,1
2026-03-19,LA PIZZETA,NTL13LT6,NESTEA LIMON 1/3 LATA 4U-PACK 6U.,caj,1
2026-03-19,LA PIZZETA,TU20,TURIA BARRIL 20L.,brl,1
2026-03-19,LA PIZZETA,VO13,VOLL-DAMM 1/3 RET.,caj,1
2026-03-19,LA PLANCHA ÑAM ÑAM,0RF0022,/-AQUARIUS LIMON 33CL LATA 24U,caj,1
2026-03-19,LA PLANCHA ÑAM ÑAM,0RF0056,/-AQUARIUS NARANJA 33CL LATA 24U,caj,1
2026-03-19,LA PLANCHA ÑAM ÑAM,0RF0019,/-COCA COLA LATA 33CL 24U,caj,2
2026-03-19,LA PLANCHA ÑAM ÑAM,0RF0079,/-COCA COLA ZERO LATA 33CL 24U,caj,1
2026-03-19,LA PLANCHA ÑAM ÑAM,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",caj,3
2026-03-19,LA PLANCHA ÑAM ÑAM,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,caj,2
2026-03-19,LA PLANCHA ÑAM ÑAM,BRL30V,BARRIL INOX 30L. EURONORMA,brl,1
2026-03-19,LA PLANCHA ÑAM ÑAM,0AM0315,BAYMAR ATUN BOLSA 1KG,un,1
2026-03-19,LA PLANCHA ÑAM ÑAM,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,4
2026-03-19,LA PLANCHA ÑAM ÑAM,0AM2502,CHOVI KETCHUP 450G,un,1
2026-03-19,LA PLANCHA ÑAM ÑAM,0LM2484,COMBO VASO+TAPA NAT 8OZ 250CC 50U,pak,3
2026-03-19,LA PLANCHA ÑAM ÑAM,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,3
2026-03-19,LA PLANCHA ÑAM ÑAM,ED30,ESTRELLA DAMM BARRIL 30,brl,1
2026-03-19,LA PLANCHA ÑAM ÑAM,FD13,FREE DAMM 1/3 RET.,caj,1
2026-03-19,LA PLANCHA ÑAM ÑAM,0AM1194,GANCEDO COCTEL DE FRUTOS SECOS SUPER 2KG,un,1
2026-03-19,LA PLANCHA ÑAM ÑAM,0CF1137,GARRIGA DESCAFEINADO BOLSA 500G 1U,un,3
