query,lat,lon,error
"CALLE L'ESTANYOL S/N, 08559 EL BRULL, Spain",41.8226966,2.2832455,
"PLAZA LA VILA 2, 08570 TORELLÓ, Spain",42.015359,2.236255,
"PLAZA BISAURA 2, 08580 SANT QUIRZE DE BESORA, Spain",42.101073,2.217682,
"AVENIDA SANT LLORENÇ S/N, 08504 SANT JULIÀ DE VILATORTA, Spain",41.9219404,2.3240651,
"CALLE GRACIA 4, 08573 ORÍS, Spain",42.0581855,2.2389118,
"PLAZA JOANOT MARTORELL 1, 08570 TORELLÓ, Spain",42.0456668,2.2699203,
"Carrer dels Marquesos de Palmerol 2, 08512 SANT HIPÒLIT DE VOLTREGÀ, Spain",42.0152733,2.2376471,
"CALLE ONZE DE SETEMBRE 29, 08508 LES MASIES DE VOLTREGÀ, Spain",42.010603,2.242566,
"CALLE SANT MARTI XIC 6, 08508 LES MASIES DE VOLTREGÀ, Spain",42.008867,2.240445,
"CALLE SANT ISIDRE 7, 08107 MARTORELLES, Spain",41.52693,2.229173,
"CALLE SANT SADURNI 37-39, 08430 LA ROCA DEL VALLES, Spain",41.587265,2.322852,
"PIERA 53, 08107 MARTORELLES, Spain",41.5274977,2.2354126,
"GERONA 191, 08400 GRANOLLERS, Spain",41.616812,2.292682,
"PASEO PINTOR SERT 19, 08120 LA LLAGOSTA, Spain",41.509611,2.195485,
"CALLE MATAGALLS 16, 08107 MARTORELLES, Spain",41.5265,2.249124,
"AVENIDA SANT MORITZ 15, 08185 LLI?A DE VALL, Spain",41.594471,2.237677,
"DE LA MUNTANYA 100, 08400 GRANOLLERS, Spain",41.6104581,2.2940159,
"CALLE CARGOLS 30, 08185 LLIÇÀ DE VALL, Spain",41.602681,2.223267,
"AVENIDA SANT JULIA 198, 08403 GRANOLLERS, Spain",41.582348,2.27289,
"CALLE GIRONA 34, 08521 LES FRANQUESES DEL VALLES, Spain",41.619149,2.296121,
"CALLE JAUME I 22, 08510 RODA DE TER, Spain",41.988853,2.309788,
"L'ALIANÇA 20, 08186 LLIÇA D'AMUNT, Spain",41.610665,2.239453,
"CALLE RAMON LLULL 17, 08400 GRANOLLERS, Spain",41.613714,2.287917,
"SANT ESTEVE 59, 08400 GRANOLLERS, Spain",41.602322,2.290638,
"BAILEN 31, 08430 ROCA DEL VALLES (LA), Spain",41.603062,2.300884,
"CR FRANCESC MACIA 261 -, 08400 GRANOLLERS, Spain",41.595942,2.286582,
"PASEO MUNTANYA 13-15, 08400 GRANOLLERS, Spain",41.605119,2.292879,
"AVENIDA RAFAEL CASANOVA 12, 08100 MOLLET DEL VALLÈS, Spain",41.537939,2.210823,
"RONDA ORIENT 14, 08100 MOLLET DEL VALLES, Spain",41.5335118,2.2173343,
"RAMBLA POMPEU FABRA 38, 08100 MOLLET DEL VALLES, Spain",41.5406662,2.2190209,
"Avinguda de Burgos 66, 08100 MOLLET DEL VALLES, Spain",41.5342606,2.2086022,
"RAMBLA NOVA 71, 08100 MOLLET DEL VALLES, Spain",41.5405396,2.2095378,
"RAMBLA POMPEU FABRA 20, 08100 MOLLET DEL VALLES, Spain",41.5394682,2.2181763,
"Avinguda de la Llibertat 2, 08100 MOLLET DEL VALLES, Spain",41.5376026,2.2126637,
"PASAJE SANT MIQUEL 16, 08100 MOLLET DEL VALLES, Spain",41.557518,2.224844,
"Carrer d'Alexander Fleming 2, 08100 MOLLET DEL VALLES, Spain",41.535557,2.211699,
"RAMBLA NOVA 93, 08100 MOLLET DEL VALLES, Spain",41.5396122,2.2099801,
"RONDA 9, 08100 MOLLET DEL VALLES, Spain",41.5440011,2.2127274,
"CALLE CARME 22-24, 08100 MOLLET DEL VALLES, Spain",41.542086,2.218924,
"AVENIDA JAUME I 207, 08100 MOLLET DEL VALLES, Spain",41.544175,2.216733,
"Carrer Miguel de Cervantes 19, 08100 MOLLET DEL VALLES, Spain",41.5433826,2.2097257,
"Carrer de Sant Joan 26, 08100 MOLLET DEL VALLES, Spain",41.5439659,2.2091274,
"Avinguda de Jaume I 57, 08100 MOLLET DEL VALLES, Spain",41.5397838,2.2128459,
"PLAZA PRAT DE LA RIBA 3, 08100 MOLLET DEL VALLES, Spain",41.5387104,2.2133356,
"Carrer de Can Pantiquet 36, 08100 MOLLET DEL VALLES, Spain",41.545883,2.2198936,
"CALLE CAN MOLLET 30, 08100 MOLLET DEL VALLES, Spain",41.5439145,2.2189898,
"Carrer de Francesc Ferrer i Guàr 15, 08100 MOLLET DEL VALLES, Spain",41.5482436,2.2055453,
"CALLE BERENGUER III 118, 08100 MOLLET DEL VALLES, Spain",41.5358002,2.2159508,
"CALLE PINEDA FOSCA 2, 08100 MOLLET DEL VALLES, Spain",41.533515,2.2158042,
"Carrer de Can Pantiquet 18, 08100 MOLLET DEL VALLES, Spain",41.545883,2.2198936,
"Carrer de Ramon Casas 9, 08100 MOLLET DEL VALLES, Spain",41.57559,2.231159,
"CAN MAGRE 23, 08100 MOLLET DEL VALLÈS, Spain",41.543891,2.219659,
"CALLE GAIETA VINZIA 60, 08100 MOLLET DEL VALLES, Spain",41.5418518,2.2095623,
"CALLE ESGLESIA 9, 08100 MOLLET DEL VALLES, Spain",41.5396471,2.2136925,
"CALLE MIGUEL DE CERVANTES 19-23, 08100 MOLLET DEL VALLES, Spain",41.5433826,2.2097257,
"CALLE FRANCESC LAYRET 18, 08100 MOLLET DEL VALLES, Spain",41.5462592,2.2041449,
"CALLE SANT FRANCESC 110, 08500 VIC, Spain",41.924075,2.257474,
"Plaça de la Catedral 6, 08500 VIC, Spain",41.9284049,2.2547101,
"CALLE LLEIDA S/N, 08500 VIC, Spain",41.9474026,2.2709104,
"CALLE PEROT ROCAGUINARDA 5, 08500 VIC, Spain",41.9284674,2.2462869,
"CARRETERA B-521 6, 08500 VIC, Spain",41.912167,2.250254,
"Carrer Eix Onze de Setembre 11, 08500 VIC, Spain",41.9351061,2.2440252,
"PLAÇA MAJOR 1, 08500 VIC, Spain",41.930072,2.254809,
"Carrer d’en Perot Rocaguinarda 29, 08500 VIC, Spain",41.933428,2.245481,
"Carrer de la Fusina 34, 08500 VIC, Spain",41.934545,2.2411,
"CALLE SANTIAGO RUSI#OL 1, 08500 VIC, Spain",41.935369,2.259931,
"CALLE NORD 1, 08500 VIC, Spain",41.934221,2.253369,
"CALLE JACINT VERDAGUER 5, 08500 VIC, Spain",41.93026,2.2533958,
"CALLE SANT FIDEL 3, 08500 VIC, Spain",41.931036,2.25604,
"CALLE RIERA 13, 08500 VIC, Spain",41.929601,2.253701,
"CALLE RAMADA 4, 08500 VIC, Spain",41.928123,2.252721,
"CALLE PRAT D'EN GALLINERS S/N, 08500 VIC, Spain",41.93233725852713,2.248581807105943,
"CTRA. DE SANT HIPÒLIT, 53 (NAU 4), 08500 VIC, Spain",42.0151553,2.2399183,
"CALLE ANSELM CLAVE 1, 08402 GRANOLLERS, Spain",41.608257,2.289582,
"CALLE GIRONA 301, 08402 GRANOLLERS, Spain",41.619406,2.293505,
"CALLE EMILI BOTEY ALSINA 14, 08402 GRANOLLERS, Spain",41.5974116,2.2883743,
"Girona 114, 08402 GRANOLLERS, Spain",41.6129399,2.2917028,
"CALLE JOAN PRIM 114, 08402 GRANOLLERS, Spain",41.612646,2.290251,
"AVENIDA PARC S/N, 08402 GRANOLLERS, Spain",41.607416,2.290591,
"PLAZA CORONA 14, 08402 GRANOLLERS, Spain",41.605768,2.288971,
"CALLE FRANCESC RIBAS 1, 08402 GRANOLLERS, Spain",41.613692,2.290712,
"GERONA 21, 08402 GRANOLLERS, Spain",41.6055729,2.2871254,
"PLAZA CORONA 9, 08402 GRANOLLERS, Spain",41.604364993478264,2.2908451760869566,
"PASEO MUNTANYA 70, 08402 GRANOLLERS, Spain",41.60727,2.293459,
"AVENIDA SANT ESTEVE 59, 08402 GRANOLLERS, Spain",41.602322,2.290638,
"CALLE JOAN PRIM 182, 08402 GRANOLLERS, Spain",41.614178,2.290713,
"CALLE JOANOT MARTORELL 272, 08402 GRANOLLERS, Spain",41.601776,2.274655,
"CALLE ALFONS IV 85, 08402 GRANOLLERS, Spain",41.603342,2.288143,
"Passeig de la Muntanya 17, 08402 GRANOLLERS, Spain",41.6104581,2.2940159,
"Carrer d' Esteve Garrell 8, 08402 GRANOLLERS, Spain",41.5918442,2.2874578,
"CL GARBI N£M. 3 -, 08150 PARETS DEL VALLES, Spain",41.562351,2.243612,
"Carrer de Prat de la Riba 31, 08150 PARETS DEL VALLES, Spain",41.55621,2.249889,
"CATALUNYA 102, 08150 PARETS DEL VALLES, Spain",41.562136,2.228582,
"Avinguda de Catalunya 92, 08150 PARETS DEL VALLES, Spain",41.5803613,2.2365932,
"Carrer del Garbí 13, 08150 PARETS DEL VALLES, Spain",41.54837,2.20901,
"Carrer d'Aragó 2, 08150 PARETS DEL VALLES, Spain",41.5745547,2.2368521,
"TENES S/N PARC LEVANT -, 08150 PARETS DEL VALLES, Spain",41.5729887,2.2329289,
"PAU CASALS 33, 08150 PARETS DEL VALLES, Spain",41.565858,2.2250231,
"CALLE SALVADOR ESPRIU 10, 08150 PARETS DEL VALLES, Spain",41.572625,2.236539,
"AVENIDA PEDRA DEL DIABLE 9, 08150 PARETS DEL VALLES, Spain",41.5673215,2.2286495,
"Avinguda de la Pedra del Diable 9, 08150 PARETS DEL VALLÈS, Spain",41.567171,2.230379,
"CL LLOBREGAT 2 -, 08150 PARETS DEL VALLES, Spain",41.556617,2.230299,
"CALLE MALLORCA 10, 08401 GRANOLLERS, Spain",41.601012,2.28658,
"RAMON LLULL 18, 08401 GRANOLLERS, Spain",41.613915,2.288827,
"MANEL MUNTANYA 5, 08401 GRANOLLERS, Spain",41.604805,2.292836,
"CALLE ANNIBAL 59, 08401 GRANOLLERS, Spain",41.606289,2.282209,
"MAGALLANES SN, 08401 GRANOLLERS, Spain",41.600382,2.2859478,
"CAMP DE LES MORERES 13, 08401 GRANOLLERS, Spain",41.600312,2.283048,
"Carrer de Villà 79, 08173 SANT CUGAT DEL VALLÈS, Spain",41.475000818333335,2.0798454466666665,
"BLAS INFANTE 14-16, 08170 MONTORNES DEL VALLES, Spain",41.541224,2.263742,
"ONCE DE SEPTIEMBRE 51, 08170 MONTORNES DEL VALLES, Spain",41.542545,2.2670557,
"MAJOR 28, 08170 MONTORNES DEL VALLES, Spain",41.542267,2.266163,
"LLIBERTAT 12, 08170 MONTORNES DEL VALLES, Spain",41.546262,2.26574,
"FEDERICO GARCIA LORCA 21, 08170 MONTORNES DEL VALLES, Spain",41.554751,2.268392,
"SUR 5, 08170 MONTORNES DEL VALLES, Spain",41.551699,2.266833,
"AVENIDA L'ONZE DE SETEMBRE 29, 08170 MONTORNES DEL VALLES, Spain",41.543279,2.264572,
"MAJOR 45, 08170 MONTORNÈS DEL VALLÈS, Spain",41.542133,2.266926,
"CAN PARELLADA SN, 08170 MONTORNÈS DEL VALLÈS, Spain",41.5650881,2.2721334,
"BLAS INFANTE 22, 08170 MONTORNÈS DEL VALLÈS, Spain",41.540865,2.263598,
"Plaça de Pau Picasso 1, 08170 MONTORNÈS DEL VALLÈS, Spain",41.5423391,2.2680755,
"Carrer de Federico García Lorca 25, 08170 MONTORNÈS DEL VALLÈS, Spain",41.554961,2.2688098,
"PLAZA JOAQUIM MIR 1, 08170 MONTORNES DEL VALLES, Spain",41.539883,2.267595,
"PLAZA DE LA CASERNA S/N, 08400 GRANOLLERS, Spain",41.6089613,2.2860199,
"BARCELONES 9, 08520 CORRO D´AVALL, Spain",41.558036,2.305185,
"MONTSERRAT 36, 08185 LLIÇA DE VALL, Spain",41.589766,2.242551,
"VALLES 1, 08520 CORRO D´AVALL, Spain",41.6365405,2.2932664,
"Carrer del Pintor Mir 2, 08160 MONTMELÓ, Spain",41.5503871,2.2501895,
"CR JOAN PRIM, 90 -, 08400 GRANOLLERS, Spain",41.612054,2.29006,
"FOLCH I TORRES 95, 08186 LLIÇA D´AMUNT, Spain",41.61124,2.240124,
"JOANOT MARTORELL 1, 08400 GRANOLLERS, Spain",41.611832,2.278499,
"CR SANT ROC, 5 -, 08400 GRANOLLERS, Spain",41.6083511,2.2883407,
"DE LES HORTES 2, 08400 GRANOLLERS, Spain",41.605402,2.281898,
"CR GRANOLLERS SABADELL KM. 13 -, 08185 LLIÇA DE VALL, Spain",41.5915542,2.2422403,
"CALLE SANTA ELISABETH 9, 08400 GRANOLLERS, Spain",41.608588,2.287688,
"GRAN 3, 08160 MONTMELO, Spain",41.551659,2.249341,
"GIRONA 210, 08400 GRANOLLERS, Spain",41.615373,2.292634,
"Avinguda Cantallops 14, 08185 LLIÇÀ DE VALL, Spain",41.580041,2.233566,
"VALENCIA 60, 08430 ROCA DEL VALLES (LA), Spain",41.603432,2.300771,
"PASEO ANDALUSIA 103, 08521 BELLAVISTA, Spain",41.621979,2.299136,
"Passeig de Sant Valerià 171, 08186 LLIÇÀ D'AMUNT, Spain",41.5898501,2.210479,
"ESPANYA 8, 08520 FRANQUESES DEL VALLES (LES), Spain",41.61676,2.295207,
"Carretera Parets a Bigues 8, 08186 LLIÇÀ D'AMUNT, Spain",41.627461,2.233883,
"CALLE JAUME GINESTI 1, 08410 VILANOVA DEL VALLES, Spain",41.553775,2.284939,
"CARRETERA MONTMELO 120, 08403 GRANOLLERS, Spain",41.5726499,2.2707572,
"Carrer de Joanot Martorell 121, 08403 GRANOLLERS, Spain",41.597161,2.214455,
"MASIA CAN MALE S/N, 08186 LLIÇA D'AMUNT, Spain",41.604612,2.241653,
"JAUME I 14, 08507 SANTA EUGÈNIA DE BERGA, Spain",41.899214,2.281841,
"PLAZA AJUNTAMENT S/N, 08522 MALLA, Spain",41.887016,2.2354564,
"CALLE PUIG 2, 08505 SANTA EULÀLIA DE RIUPRIMER, Spain",41.910534,2.189169,
"CALLE MAJOR 33, 08505 SANTA EULÀLIA DE RIUPRIMER, Spain",41.911287,2.18659,
"CALLE ELS PIRINEUS 21, 08503 GURB, Spain",41.942982,2.24811,
"CARRETERA PUIG-L'AGULLA S/N, 08504 SANT JULIÀ DE VILATORTA, Spain",41.8778754,2.3185835,
"AUTOVIA C-17 KM 81, 08580 SANT QUIRZE DE BESORA, Spain",42.098082,2.218627,
"AVENIDA JOAN MARAGALL 2, 08572 SANT PERE DE TORELLÓ, Spain",42.075069,2.295053,
"Carrer de Canigó 41, 08570 TORELLÓ, Spain",42.0507703,2.2565465,
"PLAZA JOANOT MARTORELL 19, 08570 TORELLÓ, Spain",42.045831,2.2695463,
"PLAZA NOVA 14, 08570 TORELLÓ, Spain",42.047152,2.263698,
"PLAZA LA SARDANA 6, 08570 TORELLÓ, Spain",42.052305,2.254183,
"CALLE ELS ESTUDIS 13, 08570 TORELLÓ, Spain",42.042259,2.272684,
"PLAZA VELLA 3, 08570 TORELLÓ, Spain",42.0466562,2.262131,
"Passeig de Sant Joan 66, 08560 MANLLEU, Spain",42.0051971,2.2827241,
"AVENIDA ROMA 104, 08560 MANLLEU, Spain",42.00424,2.285155,
"CALLE SANT JOSEP 2, 08510 LES MASIES DE RODA, Spain",41.991127,2.316593,
"CALLE NURIA 14, 08570 TORELLÓ, Spain",42.050215,2.256173,
"CALLE REC D'ACUMULADA 9, 08519 FOLGUEROLES, Spain",41.938631,2.311659,
"CARRETERA VIDRA KM 1, 08584 SANTA MARIA DE BESORA, Spain",42.103411,2.218444,
"MATARO A GRANOLLERS S/N, 08430 LA ROCA DEL VALLÈS, Spain",41.5873365,2.3260575,
"DEL PILAR 4, 08185 LLIÇÀ DE VALL, Spain",41.5902763,2.2242038,
"AVENIDA SANT MORITZ 15, 08185 LLIÇÀ DE VALL, Spain",41.594474,2.237636,
"CALLE MAS MORENETA S/N, 08160 MONTMELÓ, Spain",41.5515189,2.2480812,
"CALLE MIQUEL BIADA 1, 08105 SANT FOST DE CAMPSENTELLES, Spain",41.512528,2.24017,
"PAISOS CATALANS SN, 08186 LLIÇA D´AMUNT, Spain",41.612253,2.240698,
"MAJOR 1, 08160 MONTMELÓ, Spain",41.543024,2.264564,
"Carrer l'Aliança 17, 08186 LLIÇÀ D'AMUNT, Spain",41.6108773,2.2394306,
"CAN ROURE 18, 08186 LLIÇA D´AMUNT, Spain",41.592397,2.205799,
"CALLE LA FLORIDA 22, 08129 LA LLAGOSTA, Spain",41.5145864,2.1916161,
"CALLE GIRONA 20, 08120 LA LLAGOSTA, Spain",41.5122919,2.1978914,
"CAMI MAS MORENETA SN, 08160 MONTMELO, Spain",41.5515189,2.2480812,
"CALLE CANIGO 1, 08507 SANTA EUGÈNIA DE BERGA, Spain",41.900281,2.282369,
"Passeig de Can Salgot 29, 08186 LLIÇÀ D'AMUNT, Spain",41.5911301,2.208504,
"CARRETERA C-155 KM 14, 08185 LLIÇA DE VALL, Spain",41.582023,2.233908,
"ENGINYER 7-9, 08400 GRANOLLERS, Spain",41.609883,2.291278,
"BARCELONA 110, 08521 LES FRANQUESES DEL VALLES, Spain",41.618981,2.300908,
"CAMINO ELS CASTANYERS S/N, 08105 SANT FOST DE CAMPSENTELLES, Spain",41.4972238,2.2333091,
"DE LA NORIA 15, 08430 ROCA DEL VALLES, LA, Spain",41.5873365,2.3260575,
"Carrer de Cabrera 1, 08570 TORELLÓ, Spain",42.0450096,2.2720126,
"Carrer de Sant Miquel 1, 08570 TORELLÓ, Spain",42.0475412,2.2640576,
"Carrer Baronia de Montbui 42, 08186 LLIÇÀ D'AMUNT, Spain",41.6086616,2.2385231,
"CARRETERA RUBI 76-78, 08190 SANT CUGAT DEL VALLÈS, Spain",41.4799659,2.059448,
"Avinguda Montserrat 12, 08185 LLIÇÀ DE VALL, Spain",41.58788,2.241962,
"AVINGUDA D'ANGEL SALLENT 146, 08224 TERRASSA, Spain",41.5597266,1.9992249,
"Avinguda de Pompeu Fabra 24, 08160 MONTMELÓ, Spain",41.5511882,2.2484371,
"Carrer Josep Tarradellas 31, 08187 SANTA EULÀLIA DE RONÇANA, Spain",41.6391446,2.23656,
"Carrer de l'Alzina 29, 08186 LLIÇÀ D'AMUNT, Spain",41.6023153,2.1990757,
"Carrer Gran 20, 08506 CALLDETENES, Spain",41.9256656,2.2812777,
"PASEO ANDALUSIA 15-17, 08521 LES FRANQUESES DEL VALLES, Spain",41.620541,2.298,
"Carretera d'Arbúcies 21, 08507 SANTA EUGÈNIA DE BERGA, Spain",41.9049357,2.2814466,
"Carrer del Freixa 1, 17864 SANT PAU DE SEGÚRIES, Spain",42.2633408,2.366055,
"CARRETERA GIV-5262 S/N, 17534 RIBES DE FRESER, Spain",42.312623,2.175725,
"ROSELLON, 515, 08025 BARCELONA, Spain",41.39214,2.15599,
"CALLE JACINT VERDAGUER 3, 08170 MONTORNES DEL VALLES, Spain",41.5423303,2.2650845,
"Carrer Camí Vell de Vic 16, 08519 FOLGUEROLES, Spain",41.9378759,2.3100989,
"C/ PRAT DE LA RIBA, 13, 08830 SANT BOI DE LLOBREGAT, Spain",41.328468,2.030136,
"CALLE ROSSELLO 515, 08025 BARCELONA, Spain",41.4090968,2.1781574,
"RAMBLA NOVA 10, 08100 MOLLET DEL VALLÈS, Spain",41.5385814,2.2112807,
"Avinguda de la Llibertat 20, 08100 MOLLET DEL VALLES, Spain",41.535897,2.2113414,
"PLAZA PORXADA 3, 08401 GRANOLLERS, Spain",41.6079613,2.2872104,
"CALLE FRANSCESC RIBAS 64, 08402 GRANOLLERS, Spain",41.601948,2.291161,
"CALLE ENRIC MORERA 27, 08100 MOLLET DEL VALLÈS, Spain",41.54407,2.217721,
"CALLE L'ALIANÇA 7, 08186 LLIÇÀ D'AMUNT, Spain",41.610956,2.240413,
"PLAZA ESPANYA 10, 08521 BELLAVISTA, Spain",41.616853,2.294996,
"Avinguda d'Antoni Gaudí 3, 08100 MOLLET DEL VALLES, Spain",41.5444518,2.2172587,
"CALLE PALAU D'AMETLLA 15, 08170 MONTORNÈS DEL VALLÈS, Spain",41.541024,2.265456,
"RAMBLA NOVA 33-35, 08100 MOLLET DEL VALLÈS, Spain",41.5403022,2.2096674,
"AVENIDA L'ALZINAR 11, 08033 BARCELONA, Spain",41.4620385,2.1827252,
"CALLE MAJOR 66, 08170 MONTORNÈS DEL VALLÈS, Spain",41.541495,2.268399,
"Carrer Major 51, 08160 MONTMELÓ, Spain",41.5510434,2.247244,
"CALLE GIRONA 12, 08402 GRANOLLERS, Spain",41.609085,2.290795,
"Rambla Nova 3, 08100 MOLLET DEL VALLES, Spain",41.5382678,2.2113467,
"AVENIDA RIVOLI 22, 08100 MOLLET DEL VALLÈS, Spain",41.546853,2.208474,
"Carrer de Can Puig S/N, 08107 MARTORELLES, Spain",41.5309319,2.2348744,
"PERE RAMON S/N (DARRERA MERCAT S/N, 08100 MOLLET DEL VALLÈS, Spain",41.5393484,2.2130934,
"Carrer de Borrell 16, 08100 MOLLET DEL VALLES, Spain",41.5435383,2.209294,
"CALLE FRANCESC LAYRET 28, 08100 MOLLET DEL VALLÈS, Spain",41.5472792,2.2037207,
"BERENGUER III 71, 08100 MOLLET DEL VALLÈS, Spain",41.535916,2.216059,
"CALLE RIBERA D'EBRE 81, 08186 LLIÇÀ D'AMUNT, Spain",41.61695,2.217386,
"CALLE CAMP DE LES MORERES 2, 08401 GRANOLLERS, Spain",41.600644,2.284588,
"Carrer d'Anselm Clavé 13, 08100 MOLLET DEL VALLES, Spain",41.5385682,2.2143882,
"Carrer de Minetes 29, 08402 GRANOLLERS, Spain",41.6124908,2.2924203,
"ZONA ESPORTIVA SN, 08520 FRANQUESES DEL VALLES (LES), Spain",41.624908,2.296523,
"AVENIDA SANT ESTEVE 3, 08402 GRANOLLERS, Spain",41.60554,2.290798,
"CALLE BERENGUER III 168, 08100 MOLLET DEL VALLES, Spain",41.5347593,2.217216,
"AVENIDA ANTONI GAUDI 57, 08100 MOLLET DEL VALLÈS, Spain",41.548025,2.220474,
"PLAZA CORONA 4, 08402 GRANOLLERS, Spain",41.608025,2.287093,
"CALLE CASTELLTERÇOL 1-3, 08401 GRANOLLERS, Spain",41.5921277,2.2827809,
"PASEO JOAN MIRO 8, 08185 PARETS DEL VALLES, Spain",41.575797,2.231477,
"CALLE CASTELLTERÇOL 15, 08401 GRANOLLERS, Spain",41.592014,2.282676,
"Carrer de la Carrerada 5, 08107 MARTORELLES, Spain",41.5356836,2.2318948,
"AVENIDA LLUIS COMPANYS 39, 08150 PARETS DEL VALLÈS, Spain",41.571484,2.231797,
"RAMBLA NOVA 29-31, 08100 MOLLET DEL VALLÈS, Spain",41.5390911,2.2103227,
"CALLE MATARO 6, 08403 GRANOLLERS, Spain",41.6099253,2.2781179,
"PLAZA MAJOR 24, 08100 MOLLET DEL VALLES, Spain",41.5358796,2.2107797,
"AVENIDA PEDRA DEL DIABLE 6, 08150 PARETS DEL VALLES, Spain",41.556916,2.225778,
"AVENIDA CATALUNYA 24, 08150 PARETS DEL VALLÈS, Spain",41.564194,2.229359,
"CALLE GALLECS 50, 08100 MOLLET DEL VALLÈS, Spain",41.546887,2.208399,
"CALLE MAS ESTAPER 8, 08400 GRANOLLERS, Spain",41.614949,2.274585,
"GERONA 29, 08400 GRANOLLERS, Spain",41.59980545277778,2.2792591222222223,
"RAMBLA NOVA, 69 -, 08100 MOLLET DEL VALLÈS, Spain",41.5404481,2.2094442,
"CALLE JOAQUIM MIR 88, 08100 MOLLET DEL VALLES, Spain",41.5480364,2.2198141,
"AVENIDA DE LA LLIBERTAD 53, 08100 MOLLET DEL VALLÈS, Spain",41.5393484,2.2130934,
"CALLE ANSELM CLAVE 2, 08186 LLI#A D'AMUNT, Spain",41.604315,2.240457,
"PASEO FLUVIAL S/N, 08150 PARETS DEL VALLÈS, Spain",41.5729887,2.2329289,
"PLAZA LA FONT 2, 08186 LLIÇÀ D'AMUNT, Spain",41.610605,2.238703,
"Plaça de Prat de la Riba 18, 08100 MOLLET DEL VALLES, Spain",41.5386243,2.2134723,
"AVENIDA CATALUNYA 14, 08185 LLIÇA DE VALL, Spain",41.582219,2.237567,
"BLAS INFANTE 15, 08170 MONTORNÈS DEL VALLÈS, Spain",41.540502,2.263686,
"CALLE SANT ROC 17, 08401 GRANOLLERS, Spain",41.6083974,2.2884637,
"CARRETERA CALDES 151, 08186 LLIÇA D'AMUNT, Spain",41.626054,2.235808,
"PASEO MUNTANYA 90, 08402 GRANOLLERS, Spain",41.608555,2.293647,
"AVENIDA CALDES 27, 08100 MOLLET DEL VALLES, Spain",41.535578,2.213208,
"PLAZA CAN MONIC 6, 08402 GRANOLLERS, Spain",41.621871,2.295154,
"ESTACIO 2, 08500 VIC, Spain",41.930603,2.249527,
"CALLE GOMBAU DE BESORA 1, 08580 SANT QUIRZE DE BESORA, Spain",42.101058,2.223467,
"AVENIDA EUROPA 21, 08401 GRANOLLERS, Spain",41.594953,2.281838,
"DEL CALDERI S/N, 08100 MOLLET DEL VALLES, Spain",41.5334439,2.2091303,
"Carrer de la Riera 25, 08500 VIC, Spain",41.9288513,2.2533949,
"Carretera d'Olot 140, 08560 MANLLEU, Spain",42.0038057,2.2968463,
"CALLE HORTA 11, 08107 MARTORELLES, Spain",41.5267467,2.2289661,
