Material,TpMt,UMA,Contador,Denom.,Código EAN/UPC,Longitud,Unidad dimensión,Ancho,Unidad dimensión,Altura,Unidad dimensión,Unidad dimensión,Volumen,UV,UV,Peso bruto,Un,Un,Peso neto,Un,Jquía.productos
FD30,ZFIN,ZPA,1800,100,,0,,0,,0,,,0,,,0,,,40.19,KG,00CZ0158144201
FD30,ZFIN,KGL,10000,10197,,0,,0,,0,,,0,,,0,KG,KG,40.19,KG,00CZ0158144201
FD30,ZFIN,V%,1000,20,,0,CM,0,CM,0,CM,CM,0,,,0,KG,KG,40.19,KG,00CZ0158144201
FD30,ZFIN,CAM,576,1,,0,CM,0,CM,0,CM,CM,0,,,25235,KG,KG,40.19,KG,00CZ0158144201
FD30,ZFIN,UN,1,1,8410793060280,408,MM,408,MM,365,MM,MM,30,L,L,43.073,KG,KG,40.19,KG,00CZ0158144201
FD30,ZFIN,BRL,1,1,8410793060280,408,MM,408,MM,365,MM,MM,30,L,L,43.073,KG,KG,40.19,KG,00CZ0158144201
FD30,ZFIN,Y05,1,1,502031,0,,0,,0,,,0,,,0,,,40.19,KG,00CZ0158144201
FD30,ZFIN,Y28,1,1,502032,0,,0,,0,,,0,,,0,,,40.19,KG,00CZ0158144201
FD30,ZFIN,GRP,100,500,,0,,0,,0,,,0,,,0,KG,KG,40.19,KG,00CZ0158144201
FD30,ZFIN,PAL,6,1,,80,CM,120,CM,53,CM,CM,180,L,L,258.438,KG,KG,40.19,KG,00CZ0158144201
FD13LTN,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,8.35,KG,00CZ0158
FD13LTN,ZFIN,ZOP,99,1,,0,,0,,0,,,0,,,0,,,8.35,KG,00CZ0158
FD13LTN,ZFIN,ZPM,99,1,,0,,0,,0,,,0,,,0,,,8.35,KG,00CZ0158
FD13LTN,ZFIN,MNT,9,1,,0,,0,,0,,,0,,,0,,,8.35,KG,00CZ0158
FD13LTN,ZFIN,L,1000,7920,,0,,0,,0,,,0,,,0,,,8.35,KG,00CZ0158
FD13LTN,ZFIN,ZCE,100,100,,0,,0,,0,,,0,,,0,,,8.35,KG,00CZ0158
FD13LTN,ZFIN,ZPE,9900,100,,0,,0,,0,,,0,,,0,,,8.35,KG,00CZ0158
FD13LTN,ZFIN,ZPA,8663,100,,0,,0,,0,,,0,,,0,,,8.35,KG,00CZ0158
FD13LTN,ZFIN,KGL,10000,10197,,0,CM,0,CM,0,CM,CM,0,,,0,KG,KG,8.35,KG,00CZ0158
FD13LTN,ZFIN,GRP,100,500,,0,CM,0,CM,0,CM,CM,0,,,0,KG,KG,8.35,KG,00CZ0158
FD13LTN,ZFIN,V%,1000,20,,0,CM,0,CM,0,CM,CM,0,,,0,KG,KG,8.35,KG,00CZ0158
FD13LTN,ZFIN,CAM,2772,1,,0,CM,0,CM,0,CM,CM,0,,,25235,KG,KG,8.35,KG,00CZ0158
FD13LTN,ZFIN,PAL,99,1,,80,CM,120,CM,142,CM,CM,784.08,L,L,851.4,KG,KG,8.35,KG,00CZ0158
FD13LTN,ZFIN,UN,1,24,8410793066138,66,MM,66,MM,116,MM,MM,0.33,L,L,0.348,KG,KG,8.35,KG,00CZ0158
FD13LTN,ZFIN,CAJ,1,1,8410793066237,397,MM,265,MM,116,MM,MM,7.92,L,L,8.6,KG,KG,8.35,KG,00CZ0158
FD13LTN,ZFIN,LAT,1,24,8410793066138,66,MM,66,MM,116,MM,MM,0.33,L,L,0.348,KG,KG,8.35,KG,00CZ0158
FD13LTN,ZFIN,Y04,1,1,504771,0,,0,,0,,,0,,,0,,,8.35,KG,00CZ0158
FD13LTN,ZFIN,Y34,1,1,504772,0,,0,,0,,,0,,,0,,,8.35,KG,00CZ0158
ESP50,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,63,KG,00CZ02ET
ESP50,ZFIN,ZOP,12,1,,0,,0,,0,,,0,,,0,,,63,KG,00CZ02ET
ESP50,ZFIN,ZPM,6,1,,0,,0,,0,,,0,,,0,,,63,KG,00CZ02ET
ESP50,ZFIN,MNT,6,1,,0,,0,,0,,,0,,,0,,,63,KG,00CZ02ET
ESP50,ZFIN,CAM,372,1,,0,CM,0,CM,0,CM,CM,0,,,0,KG,KG,63,KG,00CZ02ET
ESP50,ZFIN,L,1,50,,0,,0,,0,,,0,,,0,,,63,KG,00CZ02ET
ESP50,ZFIN,ZCE,100,700,,0,,0,,0,,,0,,,0,,,63,KG,00CZ02ET
ESP50,ZFIN,ZPE,1800,100,,0,,0,,0,,,0,,,0,,,63,KG,00CZ02ET
ESP50,ZFIN,ZPA,1163,100,,0,,0,,0,,,0,,,0,,,63,KG,00CZ02ET
ESP50,ZFIN,GRP,100,1310,,0,CM,0,CM,0,CM,CM,0,,,0,KG,KG,63,KG,00CZ02ET
ESP50,ZFIN,KGL,10000,10104,,0,CM,0,CM,0,CM,CM,0,,,0,KG,KG,63,KG,00CZ02ET
ESP50,ZFIN,V%,1000,5500,,0,CM,0,CM,0,CM,CM,0,,,0,KG,KG,63,KG,00CZ02ET
ESP50,ZFIN,UN,1,1,8410793650221,408,MM,408,MM,532,MM,MM,50,L,L,65.88,KG,KG,63,KG,00CZ02ET
ESP50,ZFIN,BRL,1,1,8410793650221,408,MM,408,MM,532,MM,MM,50,L,L,65.88,KG,KG,63,KG,00CZ02ET
ESP50,ZFIN,PAL,6,1,18410793650228,80,CM,120,CM,70,CM,CM,300,L,L,395.28,KG,KG,63,KG,00CZ02ET
ESP50,ZFIN,Y05,1,1,506101,0,,0,,0,,,0,,,0,,,63,KG,00CZ02ET
ESP50,ZFIN,Y28,1,1,506102,0,,0,,0,,,0,,,0,,,63,KG,00CZ02ET
ESP15,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ02ET
ESP15,ZFIN,ZOP,70,1,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ02ET
ESP15,ZFIN,ZPM,70,1,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ02ET
ESP15,ZFIN,MNT,10,1,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ02ET
ESP15,ZFIN,L,1000,6000,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ02ET
ESP15,ZFIN,ZCE,100,100,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ02ET
ESP15,ZFIN,KGL,10000,10104,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ02ET
ESP15,ZFIN,ZPE,5688,100,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ02ET
ESP15,ZFIN,ZPA,5250,100,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ02ET
ESP15,ZFIN,V%,1000,5500,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ02ET
ESP15,ZFIN,GRP,100,1310,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ02ET
ESP15,ZFIN,CAM,1680,1,,0,CM,0,CM,0,CM,CM,0,,,25235,KG,KG,13.7,KG,00CZ02ET
ESP15,ZFIN,UN,1,30,8410793650153,54,MM,54,MM,195,MM,MM,0.2,L,L,0.457,KG,KG,13.7,KG,00CZ02ET
ESP15,ZFIN,CAJ,1,1,8410793650559,300,MM,400,MM,220,MM,MM,6,L,L,14.043,KG,KG,13.7,KG,00CZ02ET
ESP15,ZFIN,BOT,1,30,8410793650153,54,MM,54,MM,195,MM,MM,0.2,L,L,0.457,KG,KG,13.7,KG,00CZ02ET
ESP15,ZFIN,Y05,1,1,506043,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ02ET
ESP15,ZFIN,Y17,1,1,506044,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ02ET
ESP15,ZFIN,PAL,70,1,,100,CM,120,CM,168,CM,CM,420,L,L,983.01,KG,KG,13.7,KG,00CZ02ET
ESP13,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,16.6,KG,00CZ02ET
ESP13,ZFIN,ZOP,60,1,,0,,0,,0,,,0,,,0,,,16.6,KG,00CZ02ET
ESP13,ZFIN,ZPM,60,1,,0,,0,,0,,,0,,,0,,,16.6,KG,00CZ02ET
ESP13,ZFIN,MNT,10,1,,0,,0,,0,,,0,,,0,,,16.6,KG,00CZ02ET
ESP13,ZFIN,CAM,1440,1,,0,,0,,0,,,0,,,0,KG,KG,16.6,KG,00CZ02ET
ESP13,ZFIN,L,1000,7920,,0,,0,,0,,,0,,,0,,,16.6,KG,00CZ02ET
ESP13,ZFIN,ZCE,100,100,,0,,0,,0,,,0,,,0,,,16.6,KG,00CZ02ET
ESP13,ZFIN,KGL,10000,10104,,0,,0,,0,,,0,,,0,,,16.6,KG,00CZ02ET
ESP13,ZFIN,ZPE,4875,100,,0,,0,,0,,,0,,,0,,,16.6,KG,00CZ02ET
ESP13,ZFIN,ZPA,4500,100,,0,,0,,0,,,0,,,0,,,16.6,KG,00CZ02ET
ESP13,ZFIN,V%,1000,5500,,0,,0,,0,,,0,,,0,,,16.6,KG,00CZ02ET
ESP13,ZFIN,GRP,100,1310,,0,,0,,0,,,0,,,0,,,16.6,KG,00CZ02ET
ESP13,ZFIN,UN,1,24,8410793650139,62,MM,62,MM,231,MM,MM,0.33,L,L,0.692,KG,KG,16.6,KG,00CZ02ET
ESP13,ZFIN,CAJ,1,1,8410793650337,400,MM,300,MM,259,MM,MM,7.92,L,L,17,KG,KG,16.6,KG,00CZ02ET
ESP13,ZFIN,BOT,1,24,8410793650139,62,MM,62,MM,231,MM,MM,0.33,L,L,0.692,KG,KG,16.6,KG,00CZ02ET
ESP13,ZFIN,PAL,60,1,18410793650334,100,CM,120,CM,169,CM,CM,475.2,L,L,1020,KG,KG,16.6,KG,00CZ02ET
ESP13,ZFIN,Y05,1,1,506045,0,,0,,0,,,0,,,0,,,16.6,KG,00CZ02ET
ESP13,ZFIN,Y17,1,1,506046,0,,0,,0,,,0,,,0,,,16.6,KG,00CZ02ET
ES15,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ0264
ES15,ZFIN,ZOP,70,1,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ0264
ES15,ZFIN,ZPM,70,1,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ0264
ES15,ZFIN,MNT,10,1,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ0264
ES15,ZFIN,L,1000,6000,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ0264
ES15,ZFIN,ZCE,100,100,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ0264
ES15,ZFIN,KGL,10000,10091,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ0264
ES15,ZFIN,ZPE,5688,100,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ0264
ES15,ZFIN,ZPA,5250,100,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ0264
ES15,ZFIN,V%,1000,4800,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ0264
ES15,ZFIN,GRP,100,1160,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ0264
ES15,ZFIN,CAM,1680,1,,0,CM,0,CM,0,CM,CM,0,,,25235,KG,KG,13.7,KG,00CZ0264
ES15,ZFIN,UN,1,30,8410793200150,54,MM,54,MM,195,MM,MM,0.2,L,L,0.457,KG,KG,13.7,KG,00CZ0264
ES15,ZFIN,CAJ,1,1,8410793200556,300,MM,400,MM,220,MM,MM,6,L,L,14.043,KG,KG,13.7,KG,00CZ0264
ES15,ZFIN,BOT,1,30,8410793200150,54,MM,54,MM,195,MM,MM,0.2,L,L,0.457,KG,KG,13.7,KG,00CZ0264
ES15,ZFIN,Y05,1,1,504907,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ0264
ES15,ZFIN,Y17,1,1,504908,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ0264
ES15,ZFIN,PAL,70,1,,100,CM,120,CM,168,CM,CM,420,L,L,983.01,KG,KG,13.7,KG,00CZ0264
ES14P6,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,10.323,KG,00CZ0264
ES14P6,ZFIN,ZOP,77,1,,0,,0,,0,,,0,,,0,,,10.323,KG,00CZ0264
ES14P6,ZFIN,ZPM,77,1,,0,,0,,0,,,0,,,0,,,10.323,KG,00CZ0264
ES14P6,ZFIN,MNT,11,1,,0,,0,,0,,,0,,,0,,,10.323,KG,00CZ0264
ES14P6,ZFIN,L,1,6,,0,,0,,0,,,0,,,0,,,10.323,KG,00CZ0264
ES14P6,ZFIN,ZCE,100,100,,0,,0,,0,,,0,,,0,,,10.323,KG,00CZ0264
ES14P6,ZFIN,ZPE,7700,100,,0,,0,,0,,,0,,,0,,,10.323,KG,00CZ0264
ES14P6,ZFIN,ZPA,6738,100,,0,,0,,0,,,0,,,0,,,10.323,KG,00CZ0264
ES14P6,ZFIN,BOT,1,24,,0,,0,,0,,,0,,,0,,,10.323,KG,00CZ0264
ES14P6,ZFIN,KGL,10000,10083,,0,CM,0,CM,0,CM,CM,0,,,0,KG,KG,10.323,KG,00CZ0264
ES14P6,ZFIN,GRP,100,1030,,0,CM,0,CM,0,CM,CM,0,,,0,KG,KG,10.323,KG,00CZ0264
ES14P6,ZFIN,V%,1000,4500,,0,CM,0,CM,0,CM,CM,0,,,0,KG,KG,10.323,KG,00CZ0264
ES14P6,ZFIN,UN,1,4,8410793203847,113,MM,168,MM,194,MM,MM,1.5,L,L,2.617,KG,KG,10.323,KG,00CZ0264
ES14P6,ZFIN,CAJ,1,1,8410793204042,337,MM,226,MM,194,MM,MM,6,L,L,10.648,KG,KG,10.323,KG,00CZ0264
ES14P6,ZFIN,PAK,1,4,8410793203847,113,MM,168,MM,194,MM,MM,1.5,L,L,2.617,KG,KG,10.323,KG,00CZ0264
ES14P6,ZFIN,PAL,77,1,18410793204049,80,CM,120,CM,150,CM,CM,462,L,L,819.873,KG,KG,10.323,KG,00CZ0264
ES14P6,ZFIN,Y04,1,1,500765,0,,0,,0,,,0,,,0,,,10.323,KG,00CZ0264
ES14P6,ZFIN,Y34,1,1,500766,0,,0,,0,,,0,,,0,,,10.323,KG,00CZ0264
ES14P6,ZFIN,CAM,2464,1,,0,CM,0,CM,0,CM,CM,0,,,0,KG,KG,10.323,KG,00CZ0264
EDI34SNN,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,16.22,KG,00CZ0113
EDI34SNN,ZFIN,ZOP,45,1,,0,,0,,0,,,0,,,0,,,16.22,KG,00CZ0113
EDI34SNN,ZFIN,ZPM,45,1,,0,,0,,0,,,0,,,0,,,16.22,KG,00CZ0113
EDI34SNN,ZFIN,MNT,9,1,,0,,0,,0,,,0,,,0,,,16.22,KG,00CZ0113
EDI34SNN,ZFIN,L,1000,9000,,0,,0,,0,,,0,,,0,,,16.22,KG,00CZ0113
EDI34SNN,ZFIN,ZCE,100,100,,0,,0,,0,,,0,,,0,,,16.22,KG,00CZ0113
EDI34SNN,ZFIN,ZPE,4500,100,,0,,0,,0,,,0,,,0,,,16.22,KG,00CZ0113
EDI34SNN,ZFIN,ZPA,4500,100,,0,,0,,0,,,0,,,0,,,16.22,KG,00CZ0113
EDI34SNN,ZFIN,GRP,100,1150,,0,,0,,0,,,0,,,0,KG,KG,16.22,KG,00CZ0113
EDI34SNN,ZFIN,KGL,10000,10106,,0,,0,,0,,,0,,,0,KG,KG,16.22,KG,00CZ0113
EDI34SNN,ZFIN,V%,1000,4800,,0,,0,,0,,,0,,,0,KG,KG,16.22,KG,00CZ0113
EDI34SNN,ZFIN,CAM,1440,1,,0,CM,0,CM,0,CM,CM,0,,,25235,KG,KG,16.22,KG,00CZ0113
EDI34SNN,ZFIN,UN,1,12,8410793333179,87,MM,87,MM,300,MM,MM,0.75,L,L,1.353,KG,KG,16.22,KG,00CZ0113
EDI34SNN,ZFIN,CAJ,1,1,8410793333278,355,MM,270,MM,310,MM,MM,9,L,L,16.77,KG,KG,16.22,KG,00CZ0113
EDI34SNN,ZFIN,BOT,1,12,8410793333179,87,MM,87,MM,300,MM,MM,0.75,L,L,1.353,KG,KG,16.22,KG,00CZ0113
EDI34SNN,ZFIN,PAL,45,1,88410793000176,80,CM,120,CM,170,CM,CM,405,L,L,754.65,KG,KG,16.22,KG,00CZ0113
EDI34SNN,ZFIN,Y05,1,1,504659,0,,0,,0,,,0,,,0,,,16.22,KG,00CZ0113
EDI34SNN,ZFIN,Y17,1,1,504660,0,,0,,0,,,0,,,0,,,16.22,KG,00CZ0113
ED15N,ZFIN,BOT,1,30,8410793020154,54,MM,54,MM,195,MM,MM,0.2,L,L,0.457,KG,KG,13.7,KG,00CZ0101
ED15N,ZFIN,CAM,1820,1,,0,CM,0,CM,0,CM,CM,0,,,25235,KG,KG,13.7,KG,00CZ0101
ED15N,ZFIN,CAJ,1,1,8410793020352,300,MM,400,MM,220,MM,MM,6,L,L,14.043,KG,KG,13.7,KG,00CZ0101
ED15N,ZFIN,GRP,100,1310,,0,CM,0,CM,0,CM,CM,0,,,0,KG,KG,13.7,KG,00CZ0101
ED15N,ZFIN,KGL,10000,10102,,0,CM,0,CM,0,CM,CM,0,,,0,KG,KG,13.7,KG,00CZ0101
ED15N,ZFIN,L,1000,6000,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ0101
ED15N,ZFIN,MNT,10,1,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ0101
ED15N,ZFIN,PAL,70,1,18410793020557,100,CM,120,CM,168,CM,CM,420,L,L,983.01,KG,KG,13.7,KG,00CZ0101
ED15N,ZFIN,UN,1,30,8410793020154,54,MM,54,MM,195,MM,MM,0.2,L,L,0.457,KG,KG,13.7,KG,00CZ0101
ED15N,ZFIN,V%,1000,5400,,0,CM,0,CM,0,CM,CM,0,,,0,KG,KG,13.7,KG,00CZ0101
ED15N,ZFIN,Y05,1,1,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ0101
ED15N,ZFIN,Y17,1,1,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ0101
ED15N,ZFIN,ZCE,100,100,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ0101
ED15N,ZFIN,ZOP,70,1,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ0101
ED15N,ZFIN,ZPA,5250,100,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ0101
ED15N,ZFIN,ZPE,5688,100,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ0101
ED15N,ZFIN,ZPM,70,1,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ0101
ED15N,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,13.7,KG,00CZ0101
ED14L12N,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,3.532,KG,00CZ0101
ED14L12N,ZFIN,Y04,1,1,,0,,0,,0,,,0,,,0,,,3.532,KG,00CZ0101
ED14L12N,ZFIN,Y53,1,1,,0,,0,,0,,,0,,,0,,,3.532,KG,00CZ0101
ED14L12N,ZFIN,ZOP,216,1,,0,,0,,0,,,0,,,0,,,3.532,KG,00CZ0101
ED14L12N,ZFIN,ZPM,216,1,,0,,0,,0,,,0,,,0,,,3.532,KG,00CZ0101
ED14L12N,ZFIN,MNT,24,1,,0,,0,,0,,,0,,,0,,,3.532,KG,00CZ0101
ED14L12N,ZFIN,L,1000,3000,,0,,0,,0,,,0,,,0,,,3.532,KG,00CZ0101
ED14L12N,ZFIN,ZCE,100,50,,0,,0,,0,,,0,,,0,,,3.532,KG,00CZ0101
ED14L12N,ZFIN,KGL,10000,10102,,0,,0,,0,,,0,,,0,,,3.532,KG,00CZ0101
ED14L12N,ZFIN,ZPE,21600,100,,0,,0,,0,,,0,,,0,,,3.532,KG,00CZ0101
ED14L12N,ZFIN,ZPA,20250,100,,0,,0,,0,,,0,,,0,,,3.532,KG,00CZ0101
ED14L12N,ZFIN,V%,1000,5400,,0,,0,,0,,,0,,,0,,,3.532,KG,00CZ0101
ED14L12N,ZFIN,GRP,100,1310,,0,,0,,0,,,0,,,0,KG,KG,3.532,KG,00CZ0101
ED14L12N,ZFIN,UN,1,12,8410793026149,53.3,MM,53.3,MM,134,MM,MM,0.25,L,L,0.294,KG,KG,3.532,KG,00CZ0101
ED14L12N,ZFIN,CAJ,1,1,8410793024442,219,MM,166,MM,146,MM,MM,3,L,L,3.627,KG,KG,3.532,KG,00CZ0101
ED14L12N,ZFIN,LAT,1,12,8410793026149,53.3,MM,53.3,MM,134,MM,MM,0.25,L,L,0.294,KG,KG,3.532,KG,00CZ0101
ED14L12N,ZFIN,PAL,216,1,28410793024446,120,CM,80,CM,146,CM,CM,648,L,L,783.367,KG,KG,3.532,KG,00CZ0101
ED14L12N,ZFIN,CAM,6912,1,,0,CM,0,CM,0,CM,CM,0,,,0,KG,KG,3.532,KG,00CZ0101
ED13P24M,ZFIN,CAM,2816,1,,0,CM,0,CM,0,CM,CM,0,,,0,KG,KG,8.461,KG,00CZ0101
ED13P24M,ZFIN,CAJ,1,1,8410793026330,400,MM,266,MM,117,MM,MM,7.92,L,L,8.689,KG,KG,8.461,KG,00CZ0101
ED13P24M,ZFIN,GRP,100,1310,,0,,0,,0,,,0,,,0,KG,KG,8.461,KG,00CZ0101
ED13P24M,ZFIN,KGL,10000,10102,,0,,0,,0,,,0,,,0,KG,KG,8.461,KG,00CZ0101
ED13P24M,ZFIN,L,1000,7920,,0,,0,,0,,,0,,,0,,,8.461,KG,00CZ0101
ED13P24M,ZFIN,LAT,1,24,8410793026132,66,MM,66,MM,117,MM,MM,0.33,L,L,0.374,KG,KG,8.461,KG,00CZ0101
ED13P24M,ZFIN,MNT,4,1,,0,,0,,0,,,0,,,0,,,8.461,KG,00CZ0101
ED13P24M,ZFIN,PAK,1,1,8410793026330,117,MM,400,MM,266,MM,MM,7.92,L,L,8.689,KG,KG,8.461,KG,00CZ0101
ED13P24M,ZFIN,PAL,44,1,48410793026635,60,CM,80,CM,147,CM,CM,348.48,L,L,382.316,KG,KG,8.461,KG,00CZ0101
ED13P24M,ZFIN,UN,1,1,8410793026330,117,MM,400,MM,266,MM,MM,7.92,L,L,8.689,KG,KG,8.461,KG,00CZ0101
ED13P24M,ZFIN,V%,1000,5400,,0,,0,,0,,,0,,,0,KG,KG,8.461,KG,00CZ0101
ED13P24M,ZFIN,Y03,1,1,,0,,0,,0,,,0,,,0,,,8.461,KG,00CZ0101
ED13P24M,ZFIN,Y34,1,1,,0,,0,,0,,,0,,,0,,,8.461,KG,00CZ0101
ED13P24M,ZFIN,ZCE,100,100,,0,,0,,0,,,0,,,0,,,8.461,KG,00CZ0101
ED13P24M,ZFIN,ZOP,88,1,,0,,0,,0,,,0,,,0,,,8.461,KG,00CZ0101
ED13P24M,ZFIN,ZPA,8800,100,,0,,0,,0,,,0,,,0,,,8.461,KG,00CZ0101
ED13P24M,ZFIN,ZPE,8800,100,,0,,0,,0,,,0,,,0,,,8.461,KG,00CZ0101
ED13P24M,ZFIN,ZPM,88,1,,0,,0,,0,,,0,,,0,,,8.461,KG,00CZ0101
ED13P24M,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,8.461,KG,00CZ0101
ED13LTN,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,8.35,KG,00CZ0101
ED13LTN,ZFIN,ZOP,99,1,,0,,0,,0,,,0,,,0,,,8.35,KG,00CZ0101
ED13LTN,ZFIN,ZPM,99,1,,0,,0,,0,,,0,,,0,,,8.35,KG,00CZ0101
ED13LTN,ZFIN,MNT,9,1,,0,,0,,0,,,0,,,0,,,8.35,KG,00CZ0101
ED13LTN,ZFIN,CAM,2772,1,,0,CM,0,CM,0,CM,CM,0,,,0,KG,KG,8.35,KG,00CZ0101
ED13LTN,ZFIN,L,1000,7920,,0,,0,,0,,,0,,,0,,,8.35,KG,00CZ0101
ED13LTN,ZFIN,ZCE,100,100,,0,,0,,0,,,0,,,0,,,8.35,KG,00CZ0101
ED13LTN,ZFIN,ZPE,9900,100,,0,,0,,0,,,0,,,0,,,8.35,KG,00CZ0101
ED13LTN,ZFIN,ZPA,8663,100,,0,,0,,0,,,0,,,0,,,8.35,KG,00CZ0101
ED13LTN,ZFIN,KGL,10000,10102,,0,CM,0,CM,0,CM,CM,0,,,0,KG,KG,8.35,KG,00CZ0101
ED13LTN,ZFIN,GRP,100,1310,,0,CM,0,CM,0,CM,CM,0,,,0,KG,KG,8.35,KG,00CZ0101
ED13LTN,ZFIN,V%,1000,5400,,0,CM,0,CM,0,CM,CM,0,,,0,KG,KG,8.35,KG,00CZ0101
ED13LTN,ZFIN,UN,1,24,8410793026132,66,MM,66,MM,116,MM,MM,0.33,L,L,0.348,KG,KG,8.35,KG,00CZ0101
ED13LTN,ZFIN,CAJ,1,1,8410793026231,397,MM,265,MM,116,MM,MM,7.92,L,L,8.6,KG,KG,8.35,KG,00CZ0101
ED13LTN,ZFIN,LAT,1,24,8410793026132,66,MM,66,MM,116,MM,MM,0.33,L,L,0.348,KG,KG,8.35,KG,00CZ0101
ED13LTN,ZFIN,PAL,99,1,58410793026236,80,CM,120,CM,144,CM,CM,784.08,L,L,851.4,KG,KG,8.35,KG,00CZ0101
ED13LTN,ZFIN,Y04,1,1,500792,0,,0,,0,,,0,,,0,,,8.35,KG,00CZ0101
ED13LTN,ZFIN,Y34,1,1,500793,0,,0,,0,,,0,,,0,,,8.35,KG,00CZ0101
ED13LTMN,ZFIN,CAM,2700,1,,0,CM,0,CM,0,CM,CM,0,,,25235,KG,KG,8.321,KG,00CZ0101
ED13LTMN,ZFIN,CAJ,1,1,8410793026231,397,MM,265,MM,116,MM,MM,7.92,L,L,8.538,KG,KG,8.321,KG,00CZ0101
ED13LTMN,ZFIN,GRP,100,1310,,0,,0,,0,,,0,,,0,,,8.321,KG,00CZ0101
ED13LTMN,ZFIN,KGL,10000,10102,,0,,0,,0,,,0,,,0,,,8.321,KG,00CZ0101
ED13LTMN,ZFIN,L,100,792,,0,,0,,0,,,0,,,0,,,8.321,KG,00CZ0101
ED13LTMN,ZFIN,LAT,1,24,8410793026132,66,MM,66,MM,116,MM,MM,0.33,L,L,0.348,KG,KG,8.321,KG,00CZ0101
ED13LTMN,ZFIN,MNT,45,10,,0,,0,,0,,,0,,,0,,,8.321,KG,00CZ0101
ED13LTMN,ZFIN,PAL,45,1,,60,CM,80,CM,133,CM,CM,356.4,L,L,384.21,KG,KG,8.321,KG,00CZ0101
ED13LTMN,ZFIN,UN,1,24,8410793026132,66,MM,66,MM,116,MM,MM,0.33,L,L,0.348,KG,KG,8.321,KG,00CZ0101
ED13LTMN,ZFIN,V%,1000,5400,,0,,0,,0,,,0,,,0,,,8.321,KG,00CZ0101
ED13LTMN,ZFIN,Y03,1,1,500790,0,,0,,0,,,0,,,0,,,8.321,KG,00CZ0101
ED13LTMN,ZFIN,Y53,1,1,500791,0,,0,,0,,,0,,,0,,,8.321,KG,00CZ0101
ED13LTMN,ZFIN,ZCE,100,100,,0,,0,,0,,,0,,,0,,,8.321,KG,00CZ0101
ED13LTMN,ZFIN,ZOP,90,1,,0,,0,,0,,,0,,,0,,,8.321,KG,00CZ0101
ED13LTMN,ZFIN,ZPA,8438,100,,0,,0,,0,,,0,,,0,,,8.321,KG,00CZ0101
ED13LTMN,ZFIN,ZPE,9000,100,,0,,0,,0,,,0,,,0,,,8.321,KG,00CZ0101
ED13LTMN,ZFIN,ZPM,90,1,,0,,0,,0,,,0,,,0,,,8.321,KG,00CZ0101
ED13LTMN,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,8.321,KG,00CZ0101
ED13LTCW,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,8.35,KG,00CZ0101
