date,transport_id,location_id,client,item,item_description,amount,unit,converted_amount
17/03/2026,11578102,JOSE VELEZ CASTRO,RSTE. YOLANDA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,4,caj,36.0
17/03/2026,11578102,JOSE VELEZ CASTRO,RSTE. YOLANDA,ED15LN,ESTRELLA DAMM 1/5 LN,2,caj,18.0
17/03/2026,11578102,JOSE VELEZ CASTRO,RSTE. YOLANDA,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,2,caj,18.0
17/03/2026,11578102,JOSE VELEZ CASTRO,RSTE. YOLANDA,FD13,FREE DAMM 1/3 RET.,1,caj,9.0
17/03/2026,11578102,JOSE VELEZ CASTRO,RSTE. YOLANDA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/03/2026,11578102,JOSE VELEZ CASTRO,RSTE. YOLANDA,ED15LN,ESTRELLA DAMM 1/5 LN,1,caj,9.0
17/03/2026,11578102,JOSE VELEZ CASTRO,RSTE. YOLANDA,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,1,caj,9.0
17/03/2026,11578102,JOSE VELEZ CASTRO,RSTE. YOLANDA,ED13,ESTRELLA DAMM 1/3 RET. PP,2,caj,18.0
17/03/2026,11578102,JOSE VELEZ CASTRO,RSTE. YOLANDA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,2,caj,18.0
17/03/2026,11578102,JOSE VELEZ CASTRO,PUNT DE TROBADA,ED13,ESTRELLA DAMM 1/3 RET. PP,7,caj,63.0
17/03/2026,11578102,JOSE VELEZ CASTRO,PUNT DE TROBADA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,7,caj,63.0
17/03/2026,11578102,JOSE VELEZ CASTRO,PUNT DE TROBADA,0LT0009,LETONA GRAN CREME 1L VR 12U,2,caj,18.0
17/03/2026,11578102,JOSE VELEZ CASTRO,PUNT DE TROBADA,3ENV1281,C.C. LECHE LETONA (NUEVO),2,caj,18.0
17/03/2026,11578102,JOSE VELEZ CASTRO,PUNT DE TROBADA,0VE0524,SEÑORIO DE LIZIA VERDEJO RUEDA 75CL 6U,2,caj,18.0
17/03/2026,11578102,JOSE VELEZ CASTRO,PUNT DE TROBADA,0VE2133,MONTERIO TINTO ROSCA 75CL 6U,2,caj,18.0
17/03/2026,11578102,JOSE VELEZ CASTRO,PUNT DE TROBADA,ED13,ESTRELLA DAMM 1/3 RET. PP,4,caj,36.0
17/03/2026,11578102,JOSE VELEZ CASTRO,PUNT DE TROBADA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,4,caj,36.0
17/03/2026,11578102,JOSE VELEZ CASTRO,LA TAVERNA DE CAN PANTIQUET,ED13,ESTRELLA DAMM 1/3 RET. PP,2,caj,18.0
17/03/2026,11578102,JOSE VELEZ CASTRO,LA TAVERNA DE CAN PANTIQUET,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,2,caj,18.0
17/03/2026,11578102,JOSE VELEZ CASTRO,LA TAVERNA DE CAN PANTIQUET,ED15LN,ESTRELLA DAMM 1/5 LN,2,caj,18.0
17/03/2026,11578102,JOSE VELEZ CASTRO,LA TAVERNA DE CAN PANTIQUET,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,2,caj,18.0
17/03/2026,11578102,JOSE VELEZ CASTRO,ESPAI BAR,ED13,ESTRELLA DAMM 1/3 RET. PP,14,caj,126.0
17/03/2026,11578102,JOSE VELEZ CASTRO,ESPAI BAR,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,14,caj,126.0
17/03/2026,11578102,JOSE VELEZ CASTRO,ESPAI BAR,ED15LN,ESTRELLA DAMM 1/5 LN,3,caj,27.0
17/03/2026,11578102,JOSE VELEZ CASTRO,ESPAI BAR,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,3,caj,27.0
17/03/2026,11578102,JOSE VELEZ CASTRO,ESPAI BAR,VO13,VOLL-DAMM 1/3 RET.,3,caj,27.0
17/03/2026,11578102,JOSE VELEZ CASTRO,ESPAI BAR,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,3,caj,27.0
17/03/2026,11578102,JOSE VELEZ CASTRO,ESPAI BAR,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",5,caj,45.0
17/03/2026,11578102,JOSE VELEZ CASTRO,ESPAI BAR,0AM1290,XPLICIT AZUCAR 7GR  1000U,2,caj,18.0
17/03/2026,11578102,JOSE VELEZ CASTRO,ESPAI BAR,0LM0588,DPALILLO CAÑAS RAYAS ESPIR COLORS 200X6,2,un,2.0
17/03/2026,11578102,JOSE VELEZ CASTRO,ESPAI BAR,ED15LN,ESTRELLA DAMM 1/5 LN,2,caj,18.0
17/03/2026,11578102,JOSE VELEZ CASTRO,ESPAI BAR,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,2,caj,18.0
17/03/2026,11578102,JOSE VELEZ CASTRO,ESPAI BAR,ED13,ESTRELLA DAMM 1/3 RET. PP,8,caj,72.0
17/03/2026,11578102,JOSE VELEZ CASTRO,ESPAI BAR,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,8,caj,72.0
17/03/2026,11578102,JOSE VELEZ CASTRO,ESPAI BAR,0AM1634,XPLICIT EDULCORANTE 1G 150U,2,caj,18.0
17/03/2026,11578102,JOSE VELEZ CASTRO,CHUS RESTAURANT,ED13,ESTRELLA DAMM 1/3 RET. PP,4,caj,36.0
17/03/2026,11578102,JOSE VELEZ CASTRO,CHUS RESTAURANT,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,4,caj,36.0
17/03/2026,11578102,JOSE VELEZ CASTRO,CHUS RESTAURANT,ED15LN,ESTRELLA DAMM 1/5 LN,1,caj,9.0
17/03/2026,11578102,JOSE VELEZ CASTRO,CHUS RESTAURANT,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,1,caj,9.0
17/03/2026,11578102,JOSE VELEZ CASTRO,CHUS RESTAURANT,NTL13B24,NESTEA LIMON 1/3 SR BANDEJA 24U. P.HT,1,caj,9.0
17/03/2026,11578102,JOSE VELEZ CASTRO,CHUS RESTAURANT,0LI0044,MAGNO BRANDY 70CL,1,bot,1.0
17/03/2026,11578102,JOSE VELEZ CASTRO,CHUS RESTAURANT,0LI0137,YACHTING WHISKY PEACHE 70CL,3,bot,3.0
17/03/2026,11578102,JOSE VELEZ CASTRO,CHUS RESTAURANT,0LI0204,J&B RARE WHISKY 1L,2,bot,2.0
17/03/2026,11578102,JOSE VELEZ CASTRO,CHUS RESTAURANT,0LI0224,BALLANTINE'S WHISKY 1L,1,bot,1.0
17/03/2026,11578102,JOSE VELEZ CASTRO,CHUS RESTAURANT,0LI0247,ANIS DEL MONO DULCE 70CL,1,bot,1.0
17/03/2026,11578102,JOSE VELEZ CASTRO,CHUS RESTAURANT,0LI0045,SOBERANO BRANDY 1L,2,bot,2.0
17/03/2026,11578102,JOSE VELEZ CASTRO,CHUS RESTAURANT,0LI0145,BRUGAL RON AÑEJO 70CL,1,bot,1.0
17/03/2026,11578102,JOSE VELEZ CASTRO,CHUS RESTAURANT,ED13,ESTRELLA DAMM 1/3 RET. PP,2,caj,18.0
17/03/2026,11578102,JOSE VELEZ CASTRO,CHUS RESTAURANT,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,2,caj,18.0
17/03/2026,11578102,JOSE VELEZ CASTRO,CHUS RESTAURANT,FDL13,FREE DAMM LIMON 1/3 RET. PP,1,caj,9.0
17/03/2026,11578102,JOSE VELEZ CASTRO,CHUS RESTAURANT,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/03/2026,11578102,JOSE VELEZ CASTRO,BAR MEJIAS,ED13,ESTRELLA DAMM 1/3 RET. PP,10,caj,90.0
17/03/2026,11578102,JOSE VELEZ CASTRO,BAR MEJIAS,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,10,caj,90.0
17/03/2026,11578102,JOSE VELEZ CASTRO,BAR MEJIAS,VO13,VOLL-DAMM 1/3 RET.,2,caj,18.0
17/03/2026,11578102,JOSE VELEZ CASTRO,BAR MEJIAS,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,2,caj,18.0
17/03/2026,11578102,JOSE VELEZ CASTRO,BAR CASA PEDRO,ED13,ESTRELLA DAMM 1/3 RET. PP,2,caj,18.0
17/03/2026,11578102,JOSE VELEZ CASTRO,BAR CASA PEDRO,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,2,caj,18.0
17/03/2026,11578102,JOSE VELEZ CASTRO,BAR CASA PEDRO,XI13,XIBECA 5% 1/3 RET,3,caj,27.0
17/03/2026,11578102,JOSE VELEZ CASTRO,BAR CASA PEDRO,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,3,caj,27.0
17/03/2026,11578102,JOSE VELEZ CASTRO,BAR CASA PEDRO,NTF13L6F,NESTEA F.ROJOS 33CL LATA 4U-P6U SDR HT,1,caj,9.0
17/03/2026,11578102,JOSE VELEZ CASTRO,BAR CASA PEDRO,0AM1175,"CHURRUCA COCTEL ORIGINAL 1,5 KG",1,un,1.0
17/03/2026,11578102,JOSE VELEZ CASTRO,BAR CASA PEDRO,XI13,XIBECA 5% 1/3 RET,3,caj,27.0
17/03/2026,11578102,JOSE VELEZ CASTRO,BAR CASA PEDRO,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,3,caj,27.0
17/03/2026,11578102,JOSE VELEZ CASTRO,BAR CASA PEDRO,ED13,ESTRELLA DAMM 1/3 RET. PP,1,caj,9.0
17/03/2026,11578102,JOSE VELEZ CASTRO,BAR CASA PEDRO,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,FLECA BRETCHA (LLIÇA DE MUNT),ED13LT,ESTRELLA DAMM 1/3 LATA,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,FLECA BRETCHA (LLIÇA DE MUNT),VE51SP,AGUA VERI 5/1 CAJA 3U.,2,caj,18.0
17/03/2026,11578101,LLUIS CORS BOIX,FLECA BRETCHA (LLIÇA DE MUNT),0LT0412,"CACAOLAT ORIGINAL 27,5CL PET 24U",1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,FLECA BRETCHA (LLIÇA DE MUNT),0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,FLECA BRETCHA (LLIÇA DE MUNT),0RF0019,/-COCA COLA LATA 33CL 24U,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,FLECA BRETCHA (LLIÇA DE MUNT),0RF0079,/-COCA COLA ZERO LATA 33CL 24U,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR PARC DEL TENES,0LT0235,LA LEVANTINA AVENA ESP.HOST 1L 6U,2,caj,18.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR PARC DEL TENES,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",4,caj,36.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR PARC DEL TENES,UE902,COPA GRANDE ED,12,un,12.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR PARC DEL TENES,0AM0018,CHOVI MAYONESA 10G 252U,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR PARC DEL TENES,0LM0031,KH DESIC PROF FREGASUELOS  5L.,1,un,1.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR PARC DEL TENES,0LM0334,KH 7 DESIC INSECT SUELOS 750ML,1,un,1.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR PARC DEL TENES,UC263,PIZARRA CON SOPORTE ED,1,un,1.0
17/03/2026,11578101,LLUIS CORS BOIX,MAISON DU GRAIN (LLISA AMUNT),0LT0009,LETONA GRAN CREME 1L VR 12U,2,caj,18.0
17/03/2026,11578101,LLUIS CORS BOIX,MAISON DU GRAIN (LLISA AMUNT),3ENV1281,C.C. LECHE LETONA (NUEVO),2,caj,18.0
17/03/2026,11578101,LLUIS CORS BOIX,FRANKFURT LA CANYA,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,FRANKFURT LA CANYA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,FRANKFURT LA CANYA,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,2,caj,18.0
17/03/2026,11578101,LLUIS CORS BOIX,FRANKFURT LA CANYA,0LM1683,GC ECO SECAMANOS 2C 300X184MM 143M 6U,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,FRANKFURT LA CANYA,DL13,DAMM LEMON 1/3 RET,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,FRANKFURT LA CANYA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,FRANKFURT LA CANYA,0LT0412,"CACAOLAT ORIGINAL 27,5CL PET 24U",1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,FRANKFURT LA CANYA,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,FRANKFURT LA CANYA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,FRANKFURT LA CANYA,DL13,DAMM LEMON 1/3 RET,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,FRANKFURT LA CANYA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,CLUB CAL ARTIGUES,ED15LN,ESTRELLA DAMM 1/5 LN,3,caj,27.0
17/03/2026,11578101,LLUIS CORS BOIX,CLUB CAL ARTIGUES,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,3,caj,27.0
17/03/2026,11578101,LLUIS CORS BOIX,CLUB CAL ARTIGUES,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,CLUB CAL ARTIGUES,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,CLUB CAL ARTIGUES,VO13,VOLL-DAMM 1/3 RET.,2,caj,18.0
17/03/2026,11578101,LLUIS CORS BOIX,CLUB CAL ARTIGUES,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,2,caj,18.0
17/03/2026,11578101,LLUIS CORS BOIX,CLUB CAL ARTIGUES,0LT0009,LETONA GRAN CREME 1L VR 12U,2,caj,18.0
17/03/2026,11578101,LLUIS CORS BOIX,CLUB CAL ARTIGUES,3ENV1281,C.C. LECHE LETONA (NUEVO),2,caj,18.0
17/03/2026,11578101,LLUIS CORS BOIX,CLUB CAL ARTIGUES,0RF0022,/-AQUARIUS LIMON 33CL LATA 24U,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,CLUB CAL ARTIGUES,0RF0056,/-AQUARIUS NARANJA 33CL LATA 24U,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,CLUB CAL ARTIGUES,0RF1697,/-COCA COLA IMPORT LATA33 24U,2,caj,18.0
17/03/2026,11578101,LLUIS CORS BOIX,CLUB CAL ARTIGUES,0RF1698,/-COCA COLA ZERO IMPORT LATA33 24U,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,CLUB CAL ARTIGUES,0RF0012,FUENTPINOS GASEOSA  500 PET 12U,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,CLUB CAL ARTIGUES,0LI0719,LAGAR DO FRADE ORUJO DE HIERBAS PET 3L,1,bot,1.0
17/03/2026,11578101,LLUIS CORS BOIX,CLUB CAL ARTIGUES,0LI0720,LAGAR DO FRADE CREMA D'ORUJO PET 3L,1,bot,1.0
17/03/2026,11578101,LLUIS CORS BOIX,CLUB CAL ARTIGUES,0LI0062,PUJOL RON 1L,1,bot,1.0
17/03/2026,11578101,LLUIS CORS BOIX,CLUB CAL ARTIGUES,0AM0783,LOTUS BISCOFF 300U,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,CLUB CAL ARTIGUES,0AM1610,GIMAR MAGDALENA CASERA 710G 9U,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,CLUB CAL ARTIGUES,0AM0930,CARRETILLA RABO TORO 2KG 2U,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,CLUB CAL ARTIGUES,0AM0704,CARRETILLA ENSALADILLA RUSA 2KG 2U,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,CLUB CAL ARTIGUES,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,CLUB CAL ARTIGUES,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,CLUB CAL ARTIGUES,ED15LN,ESTRELLA DAMM 1/5 LN,3,caj,27.0
17/03/2026,11578101,LLUIS CORS BOIX,CLUB CAL ARTIGUES,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,3,caj,27.0
17/03/2026,11578101,LLUIS CORS BOIX,CLUB CAL ARTIGUES,VO13,VOLL-DAMM 1/3 RET.,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,CLUB CAL ARTIGUES,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR LA CANYA - 3,0LT0032,CACAOLAT VIDRIO 20CL RET 30U,2,caj,18.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR LA CANYA - 3,3ENV0029,C.C. CACAOLAT 30 U.,2,caj,18.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR LA CANYA - 3,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",3,caj,27.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR LA CANYA - 3,NTL13LT6,NESTEA LIMON 1/3 LATA 4U-PACK 6U.,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR LA CANYA - 3,0ZU0020,GRANINI MELOCOTON  20CL 24U,2,caj,18.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR LA CANYA - 3,0ZU0017,GRANINI COCTEL FRUTAS 20CL 24U,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR LA CANYA - 3,0ZU0024,GRANINI PIÑA 20CL 24U,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR LA CANYA - 3,VO13,VOLL-DAMM 1/3 RET.,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR LA CANYA - 3,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,DL13,DAMM LEMON 1/3 RET,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,ED13,ESTRELLA DAMM 1/3 RET. PP,7,caj,63.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,7,caj,63.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,ED15LN,ESTRELLA DAMM 1/5 LN,3,caj,27.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,3,caj,27.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,TU13,TURIA 1/3 RET.,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,ED30,ESTRELLA DAMM BARRIL 30,1,brl,36.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,BRL30V,BARRIL INOX 30L. EURONORMA,1,brl,36.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,3,caj,27.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",2,caj,18.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,0LT0234,LA LEVANTINA SOJA ESPECIAL HOST 1L 6U,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,0LT0235,LA LEVANTINA AVENA ESP.HOST 1L 6U,2,caj,18.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",5,caj,45.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,0VE0524,SEÑORIO DE LIZIA VERDEJO RUEDA 75CL 6U,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,0VE0506,HALLAZGO JOVEN 75CL 6U,2,caj,18.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,0ZU0021,GRANINI NARANJA 20CL 24U,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,0ZU0024,GRANINI PIÑA 20CL 24U,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,0AM0037,CHOVI SALSA PICANTE TABASCO 60G,2,un,2.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,0AM0553,CHOVI SALSA BRAVA ESP PATATAS 1 KG,1,un,1.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,0AM0307,TOT SNACK PATATAS FRITAS 60G 18U,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,0AM0649,PATATA TOT SNACK C/SAL 4UX500G,2,caj,18.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,0AM1610,GIMAR MAGDALENA CASERA 710G 9U,2,caj,18.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,0LM0584,SANTEX GUANTES NITRILO S/POLV NEGRO T M,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,0VE1446,YZAGUIRRE CLASICO ROJO 1L+ VASOS 6U,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,DL13,DAMM LEMON 1/3 RET,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,ED15LN,ESTRELLA DAMM 1/5 LN,2,caj,18.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,2,caj,18.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,TU13,TURIA 1/3 RET.,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,ED13,ESTRELLA DAMM 1/3 RET. PP,4,caj,36.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR CAFETERIA LLIÇÀ D’AMUNT,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,4,caj,36.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR ALIANÇA,ED13,ESTRELLA DAMM 1/3 RET. PP,14,caj,126.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR ALIANÇA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,14,caj,126.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR ALIANÇA,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,2,caj,18.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR ALIANÇA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,2,caj,18.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR ALIANÇA,VO13,VOLL-DAMM 1/3 RET.,2,caj,18.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR ALIANÇA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,2,caj,18.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR ALIANÇA,ED13,ESTRELLA DAMM 1/3 RET. PP,8,caj,72.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR ALIANÇA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,8,caj,72.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR ALIANÇA,VO13,VOLL-DAMM 1/3 RET.,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR ALIANÇA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR ALIANÇA,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,2,caj,18.0
17/03/2026,11578101,LLUIS CORS BOIX,BAR ALIANÇA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,2,caj,18.0
17/03/2026,11578101,LLUIS CORS BOIX,Asso. Gent Gran Llissa de Munt,0LT0090,LETONA SEMI SIN LACTOSA 1L PET 6U,1,caj,9.0
17/03/2026,11578101,LLUIS CORS BOIX,Asso. Gent Gran Llissa de Munt,0LT0034,"LETONA SEMI ESPEC HOSTELERIA PET 1,5L 6U",3,caj,27.0
